title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text
Fresh Start Effect on A1c,"The fresh start effect refers to the notion that individuals are more likely to initiate positive changes in their lives following significant events such as birthdays, new years, or other personal milestones. Prior research has demonstrated the fresh start effect…","Scientific Questions Being Studied
The fresh start effect refers to the notion that individuals are more likely to initiate positive changes in their lives following significant events such as birthdays, new years, or other personal milestones. Prior research has demonstrated the fresh start effect on various health outcomes, including glycemic control in patients with diabetes. However, the extent to which the fresh start effect influences hemoglobin A1c (HbA1c) values in patients with diabetes around their birthdays is unclear. Therefore, the purpose of this study is to investigate whether patients with diabetes experience improvements in glycemic control around their birthdays.","Project Purpose(s)
Disease Focused Research (diabetes mellitus)
Population Health","Scientific Approaches
This will be a retrospective cohort study using electronic medical records (EMR) of patients with diabetes. The study will include patients aged 18 years and older who have been diagnosed with type 1 or type 2 diabetes and have at least two HbA1c measurements recorded in the EMR within six months before and six months after their birthday. Patients who have missing data or incomplete medical records will be excluded from the study. HbA1c values will be extracted from the EMR and compared between the six-month period before and after the patient's birthday. Paired t-tests will be used to compare HbA1c values between the two periods. Multiple regression analysis will be used to adjust for potential confounding variables, such as age, sex, race, and comorbidities.","Anticipated Findings
I expect to find that patients with diabetes will have lower HbA1c values in the six-month period after their birthday compared to the six-month period before their birthday, indicating a fresh start effect on glycemic control. The study will contribute to our understanding of how personal milestones such as birthdays may influence health outcomes in patients with diabetes.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Prateek Shukla
- Early Career Tenure-track Researcher, University of Massachusetts Medical School","Fresh Start Effect on A1c The fresh start effect refers to the notion that individuals are more likely to initiate positive changes in their lives following significant events such as birthdays, new years, or other personal milestones. Prior research has demonstrated the fresh start effect…"
R21PeriodontitisDiabetes,To examine the association between diabetes and periodontitis among U.S. older adults and explore the variations by sociodemographic characteristics.,"Scientific Questions Being Studied
To examine the association between diabetes and periodontitis among U.S. older adults and explore the variations by sociodemographic characteristics.","Project Purpose(s)
Population Health
Methods Development","Scientific Approaches
The project plans to use EHR information linked to survey data on demographic information, health care utilization, and social determinants of health to describe the prevalence and relationships between diabetes and periodontitis among older adults.","Anticipated Findings
Findings of this study will contribute to a better understanding of oral health and diabetes among older adults. Results will inform practices to reduce health disparities and improve health equity in aging populations.","Demographic Categories of Interest
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Haowei Wang
- Mid-career Tenured Researcher, Syracuse University",R21PeriodontitisDiabetes To examine the association between diabetes and periodontitis among U.S. older adults and explore the variations by sociodemographic characteristics.
Diabetes + Depression Coping Behaviors,We are interested in looking at patient reported coping habits during COVID and their associated impact on changes in A1c/depression among newly diagnosed patients with diabetes and mild-severe depression. Finding an association between coping habits and changes in health outcomes…,"Scientific Questions Being Studied
We are interested in looking at patient reported coping habits during COVID and their associated impact on changes in A1c/depression among newly diagnosed patients with diabetes and mild-severe depression. Finding an association between coping habits and changes in health outcomes will inform development of new interventions to support newly diagnosed patients with diabetes and depression, especially during and after covid pandemic.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Social / Behavioral","Scientific Approaches
Relationships will be investigated using the All of Us workbench and R. We will identify our target population with inclusion criteria of Diagnosis of Diabetes between 3/1-2019 and 3/1/2020. Target population will also be stratified by depression status using PhQ-9 scores (0-4: little to no depression, 5-9 mild depression, 10-14 moderate, 15-19 moderately severe, and 20-27 severe depression). We will analyze responses to the COPE survey to summarize reported coping behaviors among different groups of target population and estimate association of coping behaviors with changes in diabetes and depression outcomes.","Anticipated Findings
We are expecting to find that newly diagnosed diabetics with depression who engage in healthy coping behaviors, such as yoga and mindfulness, have improved A1c and depression outcomes than those who do not. A second hypothesis is that those who engage in unhealthy coping behaviors will have worse A1c and Depression. This will help researchers and clinicians develop more effective, at-home modules for patients with diabetes.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Benjamin Weitz
- Undergraduate Student, University of Massachusetts Medical School
Daniel Amante
- Early Career Tenure-track Researcher, University of Massachusetts Medical School
Collaborators:
JungAe Lee - Early Career Tenure-track Researcher, University of Massachusetts Medical School
Emmanuella Demosthenes - Project Personnel, University of Massachusetts Medical School
Dedeepya Billa - Graduate Trainee, University of Massachusetts, Lowell
Ben Gerber - Late Career Tenured Researcher, University of Massachusetts Medical School",Diabetes + Depression Coping Behaviors We are interested in looking at patient reported coping habits during COVID and their associated impact on changes in A1c/depression among newly diagnosed patients with diabetes and mild-severe depression. Finding an association between coping habits and changes in health outcomes…
Gene Interactions Affects to Type II Diabetes,"The specific questions that we intend to study with this project, is the different gene-environment interactions that occur in relation to the causation of the diagnosis of Type II Diabetes. In addition, out of this relationship, which of these factors…","Scientific Questions Being Studied
The specific questions that we intend to study with this project, is the different gene-environment interactions that occur in relation to the causation of the diagnosis of Type II Diabetes. In addition, out of this relationship, which of these factors gene interactions or the environment are more prevalent in the diagnosis of the disease, or is their relationship work hand-in-hand with one another?","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Methods Development
Control Set
Ancestry","Scientific Approaches
The scientific approaches that we plan to use for this study, is breaking our inquiry down into 3 specific parts. The first would be recording how genes encoded for this disease are inherited, and their mode of transmission. For that we need to look at pedigrees or flowcharts showing a typical scenario of how an individual could inherit this condition, and compare those probabilities to other unusual scenarios. For example, an offspring may be the carrier for the gene that encodes for diabetes, but may never experience it, due to their lifestyle choices. The other two parts of this research will focus on analyzing complex genes that encode for this condition and how environmental factors affect the mutation rate of these genes and the expression of them over different populations in different environments, regardless of income, or race, but more focusing on type of environment (urban/rural), access to resources, and age.","Anticipated Findings
The anticipated findings in this study would be to unravel the difficulty behind the diagnosis of this disease. Though diabetes is directly related insulin resistance, it wears many hats that we do not know of. It can be a comorbidity to an autoimmune illness, developed by an unhealthy lifestyle, or diagnosed in the neonatal development of the offspring. By drawing connections and analyzing these findings, we can deduce why diabetes can be an apparent risk to anyone regardless of their health circumstances good or bad. Our scientific knowledge can contribute to the field of genetics research and disease, in the fact that it can help produce a possible solution in how we pinpoint its growth.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Access to Care","Data Set Used
Controlled Tier","Research Team
Owner:
Lordes  Ulloa
- Undergraduate Student, Arizona State University
Collaborators:
Kaydence Walker - Undergraduate Student, Arizona State University","Gene Interactions Affects to Type II Diabetes The specific questions that we intend to study with this project, is the different gene-environment interactions that occur in relation to the causation of the diagnosis of Type II Diabetes. In addition, out of this relationship, which of these factors…"
Subtyping complex disease using EHR (CONTROLLED TIER),"Unmodeled heterogeneity of the biological underpinnings of phenotypes reduces statistical power and reproducibility in downstream analyses such as genome-wide association studies. While some complex diseases have well-established clinically-relevant subtypes that respond differently to different treatments (e.g., diabetes and asthma), heterogeneity…","Scientific Questions Being Studied
Unmodeled heterogeneity of the biological underpinnings of phenotypes reduces statistical power and reproducibility in downstream analyses such as genome-wide association studies. While some complex diseases have well-established clinically-relevant subtypes that respond differently to different treatments (e.g., diabetes and asthma), heterogeneity is suspected but has not so far been demonstrated for many other phenotypes. Existing data-driven subtyping methods primarily rely on data clustering methods that are not guaranteed to capture genetically- or clinically-relevant stratification of patients, thus, impeding our ability to take an important step towards personalized medicine by defining treatment at the subphenotypic level. The goal of this proposal is to enable a robust identification of clinically-relevant subphenotypic variation given no prior knowledge.","Project Purpose(s)
Methods Development","Scientific Approaches
This study’s aim is the development of a contrastive learning method to define de novo phenotypic subtypes of complex disease based on electronic health records, and the application of the method to analyze the heterogeneity in clinical trajectories of conditions for which subphenotypic heterogeneity will be identified.","Anticipated Findings
A successful implementation of this study will provide a general and robust approach for learning phenotypic subtypes, which can then be applied to many phenotypes within and outside the All of Us database.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Elior Rahmani
- Other, University of California, Los Angeles","Subtyping complex disease using EHR (CONTROLLED TIER) Unmodeled heterogeneity of the biological underpinnings of phenotypes reduces statistical power and reproducibility in downstream analyses such as genome-wide association studies. While some complex diseases have well-established clinically-relevant subtypes that respond differently to different treatments (e.g., diabetes and asthma), heterogeneity…"
Hispanic/Latinxs coexisting chronic health conditions and mental illness,"This study aims to explore the prevalence of coexisting chronic health conditions (i.e., cancer, heart disease, diabetes) among Hispanic/Latinx (H/L) with a history of a mental illness (MI) diagnosis versus those without a history of MI diagnosis in the All…","Scientific Questions Being Studied
This study aims to explore the prevalence of coexisting chronic health conditions (i.e., cancer, heart disease, diabetes) among Hispanic/Latinx (H/L) with a history of a mental illness (MI) diagnosis versus those without a history of  MI diagnosis in the All of Us Research Program. This research will also explore the role of socio-cultural determinants of health and genetic ancestral composition in the prevalence of coexisting chronic health conditions among H/L with a history of a MI diagnosis.","Project Purpose(s)
Social / Behavioral","Scientific Approaches
The team will follow the framework and definitions provided by AoU and will use self‐reported race and ethnicity, comprised of the following categories: Hispanic/Latino/a/x participants, their Hispanic/Latinx sub-groups, and birthplace status. We will use  condition’s occurrence code and curated groupings of related billing codes from the ICD-10-CM. The team will select all relevant ICD-10-CM codes for disorders such as depression, anxiety, substance use, stress, personality, eating, psychosis, and other related disorders. The team will also  identify social determinants of health including: gender, sex assigned at birth, sexual orientation, gender identity, everyday discrimination, healthcare discrimination, food security, house security, social support, geographic location, educational level, income level, English proficiency and health literacy. The team will use participants' health care information and the ancestry data will be accessed within the Controlled Tier.","Anticipated Findings
This research aims to better understand the physical health disparities of H/L living with mental illness. Through this research, we aim to bring attention to the relationship between individual and structural factors with health and disease trajectories among H/L with MI. Data from this study will inform the development of an empirical model of social determinants of chronic health among H/L with MI.","Demographic Categories of Interest
Race / Ethnicity
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Normarie Torres Blasco
- Early Career Tenure-track Researcher, Ponce Medical School Foundation
Mario Bermonti-Pérez
- Early Career Tenure-track Researcher, Ponce Medical School Foundation
Lianel  Rosario
- Graduate Trainee, Ponce Medical School Foundation
Julie Dutil
- Mid-career Tenured Researcher, Ponce Medical School Foundation
Caleb Esteban
- Early Career Tenure-track Researcher, Ponce Medical School Foundation
Eliut Rivera-Segarra
- Early Career Tenure-track Researcher, Ponce Medical School Foundation
Cristina Pena
- Research Fellow, Ponce Medical School Foundation
Alixida Ramos-Pibernus
- Early Career Tenure-track Researcher, Ponce Medical School Foundation","Hispanic/Latinxs coexisting chronic health conditions and mental illness This study aims to explore the prevalence of coexisting chronic health conditions (i.e., cancer, heart disease, diabetes) among Hispanic/Latinx (H/L) with a history of a mental illness (MI) diagnosis versus those without a history of MI diagnosis in the All…"
T1DM/ViTD,Is there a correlative or causative relationship between Type 1 Diabetes Mellitus incidence rates and deficient serum levels of 25-hydroxyvitamin-D? This questions is important because if the expression for T1DM can be reduced with either vitamin D supplementation or increased…,"Scientific Questions Being Studied
Is there a correlative or causative relationship between Type 1 Diabetes Mellitus incidence rates and deficient serum levels of 25-hydroxyvitamin-D? This questions is important because if the expression for T1DM can be reduced with either vitamin D supplementation or increased sunlight (to promote vitamin D absorption), than that could decrease T1DM incidence rates globally, especially in areas with higher altitude or limited access to sunlight.","Project Purpose(s)
Disease Focused Research (type 1 diabetes mellitus)
Ancestry","Scientific Approaches
Pre-existing meta-analyses will be interpreted and incorporated to answer the research question. The All of Us database will be the main method of research.","Anticipated Findings
Since it is well-known in the scientific community that deficient levels of 25-OH-D can cause the expression of many autoimmune disease, we anticipate that there will be a link between 25-OH-D deficiency and Type 1 diabetes mellitus incidence rates. This will prove that T1DM is yet another auto-immune mediated disease whose expression could be limited with proper supplementation.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Robin Rodriguez
- Undergraduate Student, Arizona State University
Kate Steigauf
- Undergraduate Student, Arizona State University
Emily Nystrom
- Undergraduate Student, Arizona State University
camille routledge
- Undergraduate Student, Arizona State University
Angelique Lacava
- Undergraduate Student, Arizona State University",T1DM/ViTD Is there a correlative or causative relationship between Type 1 Diabetes Mellitus incidence rates and deficient serum levels of 25-hydroxyvitamin-D? This questions is important because if the expression for T1DM can be reduced with either vitamin D supplementation or increased…
T2DM and Sleep,What is the prevalence of sleep deprivation in people with type 2 diabetes compared to people without type 2 diabetes? This is important because sleep health is a risk factor for poor glycemic control and overall health.,"Scientific Questions Being Studied
What is the prevalence of sleep deprivation in people with type 2 diabetes compared to people without type 2 diabetes? This is important because sleep health is a risk factor for poor glycemic control and overall health.","Project Purpose(s)
Disease Focused Research (type 2 diabetes)
Population Health","Scientific Approaches
I will explore the dataset for people who have reported sleep deprivation and/or other sleep disorders. I will categorize them by people with and without type 2 diabetes to evaluate the type 2 diabetes among people who report sleep deprivation. I will use R to conduct this analysis.","Anticipated Findings
I will likely see that there are higher rates of type 2 diabetes among people who report poor sleep health.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Alana Biggers
- Early Career Tenure-track Researcher, University of Illinois at Chicago",T2DM and Sleep What is the prevalence of sleep deprivation in people with type 2 diabetes compared to people without type 2 diabetes? This is important because sleep health is a risk factor for poor glycemic control and overall health.
Race/Ethnicity Disparities in Chronic Kidney Disease (CKD) Burden,"The extent to which genetic and non-genetic factors as a whole contribute to potential risk of CKD in adults is not well quantified. For example, while much literature exists on APOL1 risk alleles primarily in individuals of African ancestry, APOL1…","Scientific Questions Being Studied
The extent to which genetic and non-genetic factors as a whole contribute to potential risk of CKD in adults is not well quantified. For example, while much literature exists on APOL1 risk alleles primarily in individuals of African ancestry, APOL1 appears to be most strongly associated with FSGS and HIV nephropathy rather than CKD attributed to diabetes or hypertension, which account for a greater proportion of all kidney disease. Therefore, we intend to utilize an existing polygenic risk score (PRS) for CKD to see to what extent genetic or non-genetic factors contribute to differences in risk of CKD","Project Purpose(s)
Disease Focused Research (chronic kidney disease)","Scientific Approaches
In the All of Us dataset, demographics, self-reported medical history, EHR data for diagnoses and laboratory measures to identify CKD, and genotype array data to calculate the PRS. Descriptive statistics weighed to the national population for sociodemographic measures will be used to describe CKD prevalence and the undiagnosed proportion of cases. To gauge the contribution of socioeconomic, genetic, and non-genetic factors to CKD burden, logistic regression models can be used along with corresponding measures of fit such as changes between different models in area under the curve (AUC) and integrated discrimination improvement (IDI).","Anticipated Findings
CKD prevalence may differ by disaggregated race/ethnicity groups, as may the genetic and non-genetic contributions to CKD risk, which can shed light on the underlying causes of observed disparities by race/ethnicity groups in CKD burden, and what areas can be intervened upon to improve health outcomes.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
Alain Koyama
- Other, Centers for Disease Control and Prevention (CDC)","Race/Ethnicity Disparities in Chronic Kidney Disease (CKD) Burden The extent to which genetic and non-genetic factors as a whole contribute to potential risk of CKD in adults is not well quantified. For example, while much literature exists on APOL1 risk alleles primarily in individuals of African ancestry, APOL1…"
Type 1 DM project,Is there a correlative or causative relationship between Type 1 diabetes mellitus incidence rates and serum 25-hydroxyvitamin-D levels?,"Scientific Questions Being Studied
Is there a correlative or causative relationship between Type 1 diabetes mellitus incidence rates and serum 25-hydroxyvitamin-D levels?","Project Purpose(s)
Disease Focused Research (type 1 diabetes mellitus)
Educational","Scientific Approaches
We will be using research from the All of Us database to put together datasets and to provide evidence for our research question.","Anticipated Findings
We believe there will be a correlation between low vitamin D levels and prevalence of type 1 diabetes.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Kate Steigauf
- Undergraduate Student, Arizona State University",Type 1 DM project Is there a correlative or causative relationship between Type 1 diabetes mellitus incidence rates and serum 25-hydroxyvitamin-D levels?
Type 2 Diabetes Mellitus and Insomnia,Studies by the NIH found the chance of developing diabetes is significantly higher for Black people - around 66 more cases of diabetes per 1000 people compared with white adults. Insomnia is a novel risk factor for Type 2 diabetes…,"Scientific Questions Being Studied
Studies by the NIH found the chance of developing diabetes is significantly higher for Black people - around 66 more cases of diabetes per 1000 people compared with white adults. Insomnia is a novel risk factor for Type 2 diabetes mellitus. Although, there is a lack of research studying the link between insomnia and Type 2 diabetes mellitus among populations of non-European ancestry. Using AllofUS registered tier data, this research aims to investigate age and race differences in insomnia in patients with Type 2 diabetes mellitus.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Population Health
Social / Behavioral","Scientific Approaches
I will use quantitative analysis to describe demographic characteristics and Chi-square to investigate significant differences in type 2 diabetes mellitus and insomnia across demographic groups.","Anticipated Findings
I expect to find a greater prevalence of Black persons with insomnia and type 2 diabetes than White persons. A more significant proportion of older Black persons will have sleep insomnia and type 2 diabetes compared to white persons. Findings should inform targeted public health policies for the primary prevention of type 2 diabetes.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Disability Status","Data Set Used
Registered Tier","Research Team
Owner:
Mattieu Pollack
- Undergraduate Student, University of Maryland, College Park",Type 2 Diabetes Mellitus and Insomnia Studies by the NIH found the chance of developing diabetes is significantly higher for Black people - around 66 more cases of diabetes per 1000 people compared with white adults. Insomnia is a novel risk factor for Type 2 diabetes…
General Data Preparation for UTMB/UTH Collaboration,"Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis.","Scientific Questions Being Studied
Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus, osteoarthritis, and hypertension)
Educational
Methods Development
Ancestry","Scientific Approaches
Descriptive analyses of the cohort and subsequent demographics will be done with Seaborn and R. Bi-clustering will be done with ExplodeLayout and Bipartite Modularity.
This specific workspace is going to be my (bokov's) place to run normal (non-genomic) code as an individual researcher using data pre-computed on Genomic Data Extraction for UTMB/UTH Collaboration. In this project it will be merged with other AoU data sources. Production code and results will be uploaded to the production bucket (URI will be communicated to team members) into the SHARED_PRODUCTION_CODE for code and SHARED_STAGING_DATA for data.","Anticipated Findings
Certain subtypes of these disease groups may have more SDoH variables answered that may help with future interventions. Developing a generalizable method to analyze AoU data is also important.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Weibin Zhang
- Project Personnel, University of Texas Medical Branch (UTMB) at Galveston
Daniel Bao
- Graduate Trainee, University of Texas Medical Branch (UTMB) at Galveston
Alex Bokov
- Other, University of Texas Health Science Center, San Antonio
Suresh Bhavnani
- Late Career Tenured Researcher, University of Texas Medical Branch (UTMB) at Galveston","General Data Preparation for UTMB/UTH Collaboration Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis."
Dental infection and systemic disease,Epidemiological studies have suggested an association between dental infections (as consequence of dental caries and pulp necrosis) and additional diseases (diabetes mellitus and cardiovascular disease) although limitations of such studies hamper conclusive interpretations . We showed that apical periodontitis (pulp…,"Scientific Questions Being Studied
Epidemiological studies have suggested an association between dental infections (as consequence of dental caries and pulp necrosis) and additional diseases (diabetes mellitus and cardiovascular disease) although limitations of such studies hamper conclusive interpretations . We showed that apical periodontitis (pulp necrosis with bone resorption) was strongly associated with hypertension and cardiovascular disease; further, we identified an association between an established hypertension-associated gene with apical periodontitis in a well-characterized population. These findings strongly indicate that a shared genetic etiology could contribute to oral health-systemic health relationships. By using All of Us data, we hope to validate our previous findings and expand knowledge of the etiology linking oral health and systemic health. We will identify additional factors (social determinants of health) that may play a role in the interconnectedness between oral health and general health.","Project Purpose(s)
Disease Focused Research (Set of conditions - dental infections, diabetes and cardiovascular disease)
Ancestry","Scientific Approaches
Data available via All of Us research workbench shows 20 dental infection conditions that reflect a continuum of dental infection (i.e., dental caries, pulpal and periapical conditions) of interest. We are interested to investigate if relationships exist between these dental infection conditions with type 2 diabetes, hypertensive disorder, coronary atherosclerosis, myocardial infarction, heart murmur and cerebrovascular accident.
We will access demographic, clinical (dental and medical) and genetic data from individuals with the above conditions (no exclusions based on sex, gender, race, ethnicity, or genetic ancestry). We will test for association between a set of conditions, and will also identify potential genes/variants associated with a combined phenotype of dental infection + systemic condition using a variety of tools and statistical methods. All of Us data will allow us to identify a large sample of unrelated controls to increase confidence in the results.","Anticipated Findings
Much of the controversial findings in epidemiological and genetic association studies looking at oral/dental and systemic conditions is due to differences in populations studied, data ascertainment methodologies, but mainly due to limited sample sizes. This study will leverage high-quality demographic/clinical and genomic data of a large and diverse dataset that will allow the best (largest) evidence to date. It will also enable a robust model for use in future studies by other investigators.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Ariadne Letra
- Mid-career Tenured Researcher, University of Pittsburgh",Dental infection and systemic disease Epidemiological studies have suggested an association between dental infections (as consequence of dental caries and pulp necrosis) and additional diseases (diabetes mellitus and cardiovascular disease) although limitations of such studies hamper conclusive interpretations . We showed that apical periodontitis (pulp…
Diabetes_Pregnancy,This project will examine the transportability of findings from randomized trials about management of gestational diabetes as well as diabetes and glucose abnormalities during pregnancy in a nationally representative observational cohort. This project will also examine the utility of causal…,"Scientific Questions Being Studied
This project will examine the transportability of findings from randomized trials about management of gestational diabetes as well as diabetes and glucose abnormalities during pregnancy in a nationally representative observational cohort. This project will also examine the utility of causal inference methods in examining such transportability. Transportability of findings from trials to observational cohorts is key to the advancement of effectiveness assessment in observational data. The latter source may be the only one available to studies where populations are small (e.g. rare diseases), difficult to reach, or in which trials induce an exceptional high risk (e.g. pregnancy) or would be unethical.","Project Purpose(s)
Disease Focused Research (diabetes)
Methods Development
Other Purpose (Preliminary analysis for grant proposal.)","Scientific Approaches
We will create a cohort with gestational diabetes or diabetes or glucose abnormalities during pregnancy. We will determine whether these patients receive any anti-glucose medication during pregnancy and compare outcomes in the groups receiving/not receiving such medication. We will include in the causal inference models potential confounders represented by biomarkers such as hbA1c or physical activity measured from wearables to balance the comparison groups.","Anticipated Findings
The study aim at concluding that using the appropriate modeling strategies results from trials are adequately transferred (i.e. replicated/approximated) by observational data.","Demographic Categories of Interest
Others","Data Set Used
Registered Tier","Research Team
Owner:
Mireya Diaz
- Other, Western Michigan University, Homer Stryker M.D. School of Medicine",Diabetes_Pregnancy This project will examine the transportability of findings from randomized trials about management of gestational diabetes as well as diabetes and glucose abnormalities during pregnancy in a nationally representative observational cohort. This project will also examine the utility of causal…
Variant impact-based PRS for cardiovascular risk factors in diverse populations,"Cardiovascular risk factors (CVRFs) comprise complex biological traits and behavioral patterns that increase risk for heart disease. The leading CVRFs include hypertension, obesity, unhealthy diet, low physical activity, dyslipidemia, smoking, and diabetes. For this study, we will focus on 2…","Scientific Questions Being Studied
Cardiovascular risk factors (CVRFs) comprise complex biological traits and behavioral patterns that increase risk for heart disease. The leading CVRFs include hypertension, obesity, unhealthy diet, low physical activity, dyslipidemia, smoking, and diabetes. For this study, we will focus on 2 CVRFs: essential hypertension (EH) and obesity.","Project Purpose(s)
Disease Focused Research (essential hypertension, obesity)
Population Health
Methods Development
Ancestry","Scientific Approaches
This proposal is about the development of a variant impact pipeline and integration of variant impact to construct polygenic risk score (PRS) for cardiovascular risk factors (CVRFs) in diverse populations. Our long-term goal is to construct and evaluate validity and efficiency of PRS for cardiovascular risk factors by leveraging on: (a) admixed populations, (b) family- and population-based genome-wide association study (GWAS), (c) imputation, and (d) variant impact.","Anticipated Findings
Our central hypothesis is that PRS modeled using comprehensive and coherent datasets would effectively predict  cardiovascular risk factors in diverse populations, including the admixed populations.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Vinicius Borges
- Other, Marshall University","Variant impact-based PRS for cardiovascular risk factors in diverse populations Cardiovascular risk factors (CVRFs) comprise complex biological traits and behavioral patterns that increase risk for heart disease. The leading CVRFs include hypertension, obesity, unhealthy diet, low physical activity, dyslipidemia, smoking, and diabetes. For this study, we will focus on 2…"
Type I Diabetes,Is there a genetic link between Type 1 Diabetes Mellitus incidence rates and Vitamin 25(OH)D levels?,"Scientific Questions Being Studied
Is there a genetic link between Type 1 Diabetes Mellitus incidence rates and Vitamin 25(OH)D levels?","Project Purpose(s)
Disease Focused Research (type 1 diabetes mellitus)
Population Health
Methods Development
Control Set
Ancestry","Scientific Approaches
This is for a group project; my team and I are going to search for studies and data related to our research question.","Anticipated Findings
My anticipated findings from the study are a correlation between Type 1 Diabetes with Vitamin D levels and see if Type 1 Diabetes is easily triggered by the lack of Vitamin D levels in a person's body.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Robin Rodriguez
- Undergraduate Student, Arizona State University
Collaborators:
Kate Steigauf - Undergraduate Student, Arizona State University
Angelique Lacava - Undergraduate Student, Arizona State University",Type I Diabetes Is there a genetic link between Type 1 Diabetes Mellitus incidence rates and Vitamin 25(OH)D levels?
Race differences in pathology of diabetes,"To compare pattern of insulin reistance ateration in development and progression to diabetes, between White and Black race.","Scientific Questions Being Studied
To compare pattern of insulin reistance ateration in development and progression to diabetes,  between White and Black race.","Project Purpose(s)
Disease Focused Research (Type 2 diabetes mellitus)","Scientific Approaches
The dataset we would like to utilize would be participants’ provided information (PPI), electronic health records (EHR) and physical measurements, and surveys which provide information about the participant’s overall health status, lifestyle, medication history, serum biochemicals and demographic characteristics.","Anticipated Findings
We anticipate that there are different patterns in terms of insulin resistance alteration for White and Balck race. The result could identify possible race-specific screening, diagnosis, prevention, and treatment strategies.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Registered Tier","Research Team
Owner:
Mitra Mosslemi
- Graduate Trainee, University of Pittsburgh
Collaborators:
Chip Shaw - Project Personnel, Texas Tech University Health Sciences Center","Race differences in pathology of diabetes To compare pattern of insulin reistance ateration in development and progression to diabetes, between White and Black race."
Testing for Pilot Data,"Alzheimer's disease, the major symptom of which is cognitive decline, is sometimes referred to as ""Type 3 diabetes."" There is much evidence to associate issues with blood sugar with vascular disease and cognitive decline. However, Alzheimer's is not the only…","Scientific Questions Being Studied
Alzheimer's disease, the major symptom of which is cognitive decline, is sometimes referred to as ""Type 3 diabetes."" There is much evidence to associate issues with blood sugar with vascular disease and cognitive decline.  However, Alzheimer's is not the only condition that leads to cognitive decline and diabetes is not the only condition that has blood sugar issues.  Studying these associations in a larger population will hopefully give mechanistic and preventative links.","Project Purpose(s)
Disease Focused Research (Glucose measures and cognitive decline)","Scientific Approaches
How do blood sugar issues contribute to cognitive decline? I will look at negative controls as well as people with PCOS and Type 1 and Type 2 Diabetes in a stratified analysis.  This will include both traditional statistics/group comparisons as well as unsupervised analysis.","Anticipated Findings
The unsupervised clustering analysis based on blood glucose measures is expected to differentiate between people with and without cognitive decline.  It is expected that these will not be perfectly associated with disease categories and there will be considerable overlap.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Raha Dastgheyb
- Early Career Tenure-track Researcher, Johns Hopkins University","Testing for Pilot Data Alzheimer's disease, the major symptom of which is cognitive decline, is sometimes referred to as ""Type 3 diabetes."" There is much evidence to associate issues with blood sugar with vascular disease and cognitive decline. However, Alzheimer's is not the only…"
