title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text,id,topic
HFpEF and Exercise,I plan to explore the All of Us program data to more fully develop a specific research question relating to the effects of physical activity/exercise training in individuals diagnosed with heart failure with preserved ejection fraction (HFpEF). Currently pharmacological strategies…,"Scientific Questions Being Studied
I plan to explore the All of Us program data to more fully develop a specific research question relating to the effects of physical activity/exercise training in individuals diagnosed with heart failure with preserved ejection fraction (HFpEF).  Currently pharmacological strategies used to treat heart failure with reduced ejection fraction have not shown the same beneficial effects in individuals diagnosed with HFpEF.  Exercise has been shown to produce beneficial effects in many aspects of this very complex disease as well as in the co-morbidities frequently occurring with HFpEF (e.g. atrial fibrillation, diabetes, obesity, etc.).  More research is needed to analyze how different clinical phenotypes of HFpEF respond to exercise training and whether exercise training is a viable strategy for the treatment and management of HFpEF.","Project Purpose(s)
Disease Focused Research (Heart Failure with preserved ejection fraction )","Scientific Approaches
I plan to evaluate and use datasets that include information from individuals diagnosed with HFpEF (also known as ""diastolic heart failure"" or ""heart failure with normal ejection fraction"") and variables that reflect physical activity such as: self report data, clinical exercise testing data, wearable data (i.e. fitbit, pedometer, accelerometer, etc.) to look for trends in this population.","Anticipated Findings
It is my hope that the information gleaned from this endeavor will inform future projects that will include various physical activity interventions with this population of individuals.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Mia Newlin-Bradner
- Early Career Tenure-track Researcher, Florida State University
Collaborators:
Glenna Schluck - Project Personnel, Florida State University",HFpEF and Exercise I plan to explore the All of Us program data to more fully develop a specific research question relating to the effects of physical activity/exercise training in individuals diagnosed with heart failure with preserved ejection fraction (HFpEF). Currently pharmacological strategies…,diab-388,diabetes
Type 2 Diabetes Risk Model,Early identification of patients with undiagnosed Type 2 Diabetes Mellitus (T2D) or those at an increased risk of developing the disease is an important public health challenge. We aim to develop a predictive model for disease transitions in T2D. This…,"Scientific Questions Being Studied
Early identification of patients with undiagnosed Type 2 Diabetes Mellitus (T2D) or those at an increased risk of developing the disease is an important public health challenge. We aim to develop a predictive model for disease transitions in T2D. This will help us gain a more accurate understanding of the combination of factors that cause the disease, allowing us to more accurately predict diabetes risk for future patients. Our research aims to 1) better understand T2D disease transition and progression, 2) more accurately predict diabetes risk for future patients, 3) better understand the risk factors that lead to the development of the disease and their interactions, 4) identify currently unknown risk factors, 5) gain a better understanding of which types of interventions have the greatest chance of success for impacting disease transition, either by reducing the severity of the disease, delaying its onset, or preventing it altogether.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Ancestry","Scientific Approaches
We aim to improve the accuracy of clinical risk factors used for modeling T2D  to inform population health interventions, individual patient care, and research discovery by integrating machine learning and cohort analyses using All of Us datasets. By investigating risk factors of T2D we have the potential to improve disease detection/diagnosis and gain important insights into the etiology and sequelae of this complex disease.","Anticipated Findings
The results from our study could help patients in several ways. First, a predictive model might help to more accurately predict diabetes risk for future patients and identify the most effective ways to prevent the condition from developing or worsening. Second, identifying relevant risk factors (both known and unknown), as well as their interactions, may help to deliver patient interventions earlier to reduce disease outcomes. This may also help doctors and patients target the factors that are most likely to reduce or eliminate disease transition, helping to provide the best clinical outcome for patients. Finally, a predictive model may also provide a patient with more accurate precision medicine for disease management and prevention.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Alexandra Ralevski
- Research Fellow, Institute for Systems Biology",Type 2 Diabetes Risk Model Early identification of patients with undiagnosed Type 2 Diabetes Mellitus (T2D) or those at an increased risk of developing the disease is an important public health challenge. We aim to develop a predictive model for disease transitions in T2D. This…,diab-389,diabetes
Ambulatory Continuous Glucose Monitoring in Diabetes Care,"Ambulatory continuous glucose monitoring (CGM) has been increasing in use in both type 1 and type 2 diabetes. However, there have been notable disparities in diabetes technology use generally, which may reflect differences in various demographic or socioeconomic factors, provider…","Scientific Questions Being Studied
Ambulatory continuous glucose monitoring (CGM) has been increasing in use in both type 1 and type 2 diabetes. However, there have been notable disparities in diabetes technology use generally, which may reflect differences in various demographic or socioeconomic factors, provider behaviors, insurance or healthcare access, and other factors. This study will describe the population with CGM use and compare with others with diabetes who have shared electronic health record data but without CGM.","Project Purpose(s)
Disease Focused Research (diabetes mellitus)
Population Health
Social / Behavioral","Scientific Approaches
We will include all individuals who have electronic health record data available, and designate those with ambulatory continuous glucose monitoring (CGM) medical concepts as having prior CGM use. Additional data will include health record domains (labs and measurements, such as hemoglobin A1c) and survey questions (e.g., demographic and healthcare access and utilization). Methods will include description and graphic visualization of those with and without prior CGM experience. Statistical testing will be performed in evaluated differences with correction for multiple comparisons. Regression or other complex models may be considered if appropriate. All analyses will be performed in R.","Anticipated Findings
We anticipate there will be differences between those with and without CGM experience based on the electronic health record. Identifying factors that may be related to or associated with CGM use may further inform future provider or health organization strategies to expand CGM more broadly for clinical use. In addition, it may contribute to evidence considered in insurance coverage requirements for CGM.","Demographic Categories of Interest
Race / Ethnicity
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Feifan Liu
- Early Career Tenure-track Researcher, University of Massachusetts Medical School
Ben Gerber
- Late Career Tenured Researcher, University of Massachusetts Medical School
Collaborators:
Zakery Dabbagh - Undergraduate Student, University of Massachusetts Medical School
Francis Ratsimbazafy - Other, All of Us Program Operational Use","Ambulatory Continuous Glucose Monitoring in Diabetes Care Ambulatory continuous glucose monitoring (CGM) has been increasing in use in both type 1 and type 2 diabetes. However, there have been notable disparities in diabetes technology use generally, which may reflect differences in various demographic or socioeconomic factors, provider…",diab-390,diabetes
Diabetes Genetic Data,"I want to see if there are any significant differences between those that do not have diabetes, those that have type 1 diabetes, and those that have type 2 diabetes.","Scientific Questions Being Studied
I want to see if there are any significant differences between those that do not have diabetes, those that have type 1 diabetes, and those that have type 2 diabetes.","Project Purpose(s)
Disease Focused Research (type 1 diabetes and type 2 diabetes)","Scientific Approaches
I want to use Python to find correlations between those individuals.  As this is a sample project for university, this will largely be an exploratory analysis.","Anticipated Findings
This is an exploratory analysis, and as such, there are no anticipated findings.  We do, however, hope to see some differences in genomes between those who are diabetic and those who aren't.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Rohit Nandakumar
- Undergraduate Student, Arizona State University","Diabetes Genetic Data I want to see if there are any significant differences between those that do not have diabetes, those that have type 1 diabetes, and those that have type 2 diabetes.",diab-391,diabetes
T2D: Ancestry x SES,"Type 2 diabetes (T2D) is a complex common disease that disproportionately impacts minority ethnic and racial groups. Socioeconomic deprivation (SED) is widely considered to be a risk factor for T2D disparities. In 2021, the effect of genetic ancestry (GA) on…","Scientific Questions Being Studied
Type 2 diabetes (T2D) is a complex common disease that disproportionately impacts minority ethnic and racial groups. Socioeconomic deprivation (SED) is widely considered to be a risk factor for T2D disparities. In 2021, the effect of genetic ancestry (GA) on such disparities was studied using data from the United Kingdom (UK) to reveal an interaction. The study found that both SED and non-European GA were significantly associated with the observed T2D disparities, with GA showing a stronger effect than SED in the overall population. GA and SED show significant interaction effects on T2D, with SED being a greater risk factor for T2D for individuals with South Asian and African ancestry, compared to those with European ancestry. This study underscored how the effects of environmental risk factors can differ among ancestry groups, suggesting the need for group-specific interventions. We intend to conduct a similar study using more diverse data from the United States' All of Us project.","Project Purpose(s)
Population Health
Social / Behavioral
Ancestry","Scientific Approaches
We will leverage data from the All of Us project to model the relationship between SED (Townsend index), GA (clustering principal components of whole genome genotype data), and T2D status (ICD-9 and ICD-10 codes) across the largest racial groups in the dataset.","Anticipated Findings
We expect to find similar results as the previous study by Negar et al. (2021) that this is based on, although having more diversity in the study population will enrich the findings. Additionally, it will be helpful to compare the results of the UK population to the USA population. Similarities and differences between the two populations may result in additional insights to the social, environmental, and genetic contributions to health disparities.","Demographic Categories of Interest
Race / Ethnicity
Age
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Whitney Teagle
- Other, National Institutes of Health (NIH)","T2D: Ancestry x SES Type 2 diabetes (T2D) is a complex common disease that disproportionately impacts minority ethnic and racial groups. Socioeconomic deprivation (SED) is widely considered to be a risk factor for T2D disparities. In 2021, the effect of genetic ancestry (GA) on…",diab-392,diabetes
Type 1 Diabetes,"In type 1 diabetes (T1D), insulin is not produced by the pancreas, leading to the inability to properly metabolize sugar. If caught early, T1D can be treated with regular insulin injections. As insulin shares properties with growth hormones, a side-effect…","Scientific Questions Being Studied
In type 1 diabetes (T1D), insulin is not produced by the pancreas, leading to the inability to properly metabolize sugar. If caught early, T1D can be treated with regular insulin injections. As insulin shares properties with growth hormones, a side-effect of managing T1D with insulin injections may be increased growth. Here we explore the relationship between height and T1D status, as a function of age. We establish at least 2 cohorts: Individuals with and without T1D. We further divide the cohorts by sex. We bin the two cohorts identically based on age and calculate individuals' heights within each bin.","Project Purpose(s)
Educational
Methods Development","Scientific Approaches
How does the height of individuals with well-managed type 1 diabetes compare to that of individuals without type 1 diabetes? How do these differences vary with age and sex?","Anticipated Findings
The primary purpose of the study is training. Its central output is knowledge on using the Researcher Workbench to construct cohorts and analyze data.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Timothy Lezon
- Other, University of Pittsburgh
Judith Klein
- Late Career Tenured Researcher, Arizona State University
John Maier
- Other, University of Pittsburgh","Type 1 Diabetes In type 1 diabetes (T1D), insulin is not produced by the pancreas, leading to the inability to properly metabolize sugar. If caught early, T1D can be treated with regular insulin injections. As insulin shares properties with growth hormones, a side-effect…",diab-393,diabetes
Health of transgender and gender diverse individuals,"The terms transgender and gender diverse are umbrella terms for individuals who gender identity is different from their sex assigned at birth. Little is known about the general health of these individuals. As such, we seek to characterize the health…","Scientific Questions Being Studied
The terms transgender and gender diverse are umbrella terms for individuals who gender identity is different from their sex assigned at birth. Little is known about the general health of these individuals. As such, we seek to characterize the health and wellbeing of this community and estimate any health disparities between transgender and cisgender individuals. The health conditions and behaviors we will examine include: smoking, body size, alcohol use, substance use, mental health, stress, disability, HIV, hepatitis B and C, HPV, gallstones, hypertension, cholesterol, diabetes, heart disease, and receipt of preventative services (vaccinations and cancer screenings).","Project Purpose(s)
Population Health","Scientific Approaches
We will create a cohort transgender and gender diverse individuals using All of Us (AoU) demographics data. We will then select a matched cisgender population from AoU as a comparison group. Participants will be matched on age and race/ethnicity to examine the prevalence of each health condition noted above between the two groups and also calculate prevalence ratios to highlight any health disparities.","Anticipated Findings
This analysis will characterize the health and well-being of transgender and gender diverse communities in the US. This research can be used by clinicians and future researchers as targets for prevention and treatment.","Demographic Categories of Interest
Gender Identity","Data Set Used
Controlled Tier","Research Team
Owner:
Sarah Jackson
- Research Fellow, National Institutes of Health (NIH)
Collaborators:
Jalen Brown - Other, National Cancer Institute (NIH - NCI)","Health of transgender and gender diverse individuals The terms transgender and gender diverse are umbrella terms for individuals who gender identity is different from their sex assigned at birth. Little is known about the general health of these individuals. As such, we seek to characterize the health…",diab-394,diabetes
Epidemiology of Achalasia,"We will analyze conditions that may be associated with esophageal achalasia. Specifically: 1. Is idiopathic achalasia associated with other medical conditions that lead to microvascular damage (e.g. type II diabetes mellitus, hypertension, atherosclerosis etc.)? Esophageal achalasia is an idiopathic, rare…","Scientific Questions Being Studied
We will analyze conditions that may be associated with esophageal achalasia. Specifically:
1. Is idiopathic achalasia associated with other medical conditions that lead to microvascular damage (e.g. type II diabetes mellitus, hypertension, atherosclerosis etc.)?
Esophageal achalasia is an idiopathic, rare disorder characterized by degeneration of neurons of the myenteric plexus of the esophagus. Gastroparesis, which functionally resembles achalasia and affects diabetic patients, is hypothesized to occur due to nerve ischemia from microvascular damage secondary to diabetes. Studies on achalasia have been largely limited due to the rarity of the condition, but understanding whether a relationship exists between achalasia and disorders that cause vascular damage could help inform guidelines on preventive care given how common some of these conditions are in the U.S. population (e.g. type II diabetes, hypertension, atherosclerosis, autoimmune conditions).","Project Purpose(s)
Disease Focused Research (diseases of the gastrointestinal tract, type II diabetes mellitus)
Population Health
Educational
Ancestry","Scientific Approaches
I plan on reviewing the data set and performing a case-control study. Patients will be included in the study  if  they are ≥ 18  years of age and have esophageal achalasia.  Patients will be matched by age, race, and sex. Then they will be compared to patients without diagnosed esophageal achalasia and compared on their prevalence of type II diabetes, type I diabetes, hypertension, atherosclerosis, malignancy, scleroderma, rheumatoid arthritis, Systemic Lupus Erythematous, and IBD. I will also perform a subanalysis by race for the risks given the limited data on achalasia and hypothesized HLA predispositions. Means will be compared between cohorts using a Student’s t-test. Proportions will be compared using the chi-squared or Fisher’s exact test. Logistic regression will be performed to further examine specific conditions and  the results will be expressed using odds ratios with 95% confidence intervals. I will consider a p value of <0.05 significant for all findings.","Anticipated Findings
It is anticipated that most, if not all of these conditions leading to microvascular damage, will be represented to a greater extent in the achalasia group compared to the control group. Regardless, any information gathered would be very helpful in leading to a greater understanding of esophageal achalasia, which is poorly understood. Information on associations by race would also be very valuable as little data exists on the topic given the rarity of the condition. We hope that this will  promote more representation of diverse groups in medical literature.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Registered Tier","Research Team
Owner:
Erik Almazan
- Research Fellow, Mass General Brigham","Epidemiology of Achalasia We will analyze conditions that may be associated with esophageal achalasia. Specifically: 1. Is idiopathic achalasia associated with other medical conditions that lead to microvascular damage (e.g. type II diabetes mellitus, hypertension, atherosclerosis etc.)? Esophageal achalasia is an idiopathic, rare…",diab-395,diabetes
Metformin Vitamin B12 Study,"Currently, we are performing data exploration to assess the feasibility for our proposed study. We are investigating the association between exposure to Metformin and subsequent reduction in serum Vitamin B12 among adults with diagnosed type II diabetes.","Scientific Questions Being Studied
Currently, we are performing data exploration to assess the feasibility for our proposed study. We are investigating the association between exposure to Metformin and subsequent reduction in serum Vitamin B12 among adults with diagnosed type II diabetes.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)","Scientific Approaches
We aim to utilize the conditions dataset to identify patients with diagnosed Type II Diabetes using corresponding SNOMED codes. Further more, we aim to include those with a record of a Vitamin B12 measurement using the measurements table. We will utilize three tables from this cohort - a person level table with demographic information, a condition table with diagnosis details, and measurement table with laboratory details. We will utilize the Jupyter R notebook to perform an exploratory analysis to identify how many patients received a B12 measurement after their diagnosis and metformin exposure to start with our exploratory analysis.","Anticipated Findings
We anticipate that exposure to metformin will be associated with a reduction in Vitamin B12 levels. These findings will aid clinicians in identifying people with diabetes at risk of Vitamin B12 reduction and subsequent deficiency, and will aid in enabling these clinicians in implementing early preventive interventions to mitigate negative outcomes and costs.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Aryana Sepassi
- Early Career Tenure-track Researcher, University of California, Irvine","Metformin Vitamin B12 Study Currently, we are performing data exploration to assess the feasibility for our proposed study. We are investigating the association between exposure to Metformin and subsequent reduction in serum Vitamin B12 among adults with diagnosed type II diabetes.",diab-396,diabetes
Diabetes in Pregnancy,Exploring data to better understand maternal and neonatal outcomes after pregnancies complicated by diabetes as well as sociodemographic and medical characteristics that are associated with pregnancy outcomes.,"Scientific Questions Being Studied
Exploring data to better understand maternal and neonatal outcomes after pregnancies complicated by diabetes as well as sociodemographic and medical characteristics that are associated with pregnancy outcomes.","Project Purpose(s)
Disease Focused Research (Diabetes in pregnancy)","Scientific Approaches
Will compile a dataset of people with diabetes in pregnancy.
Compare baseline characteristics by diabetes type and/or pregnancy outcome using bivariable statistics.
Use multivariable models to adjust for covariates.","Anticipated Findings
Anticipated findings include identifying factors associated with outcomes of pregnant people with diabetes. Factors associated with improved outcomes would subsequently be used to target future interventions.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Ashley Battarbee
- Early Career Tenure-track Researcher, University of Alabama at Birmingham",Diabetes in Pregnancy Exploring data to better understand maternal and neonatal outcomes after pregnancies complicated by diabetes as well as sociodemographic and medical characteristics that are associated with pregnancy outcomes.,diab-397,diabetes
Gestational Diabetes,"We are exploring how placental morphology can predict gestational diabetes. Currently, gestational diabetes is diagnosed late in gestation. Lifestyle interventions are recommended as treatment and delivering these interventions earlier than current diagnoses may reverse the complication.","Scientific Questions Being Studied
We are exploring how placental morphology can predict gestational diabetes. Currently, gestational diabetes is diagnosed late in gestation.  Lifestyle interventions are recommended as treatment and delivering these interventions earlier than current diagnoses may reverse the complication.","Project Purpose(s)
Educational","Scientific Approaches
We plan to use placental morphology data, demographic data, and pregnancy outcomes to address this question.","Anticipated Findings
We anticipate developing predictive models that can identify the presence of gestational diabetes earlier than current practice.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Diana Thomas
- Late Career Tenured Researcher, West Point, United States Military Academy","Gestational Diabetes We are exploring how placental morphology can predict gestational diabetes. Currently, gestational diabetes is diagnosed late in gestation. Lifestyle interventions are recommended as treatment and delivering these interventions earlier than current diagnoses may reverse the complication.",diab-398,diabetes
JW,"I am interested in data in all domains: EHR, Survey Questions and Physical Measurements. My research aims are to test the impact of COVID-19 pandemic on health outcomes (e.g., overall health, mental health, CVD, type 2 diabetes, hypertension, functional limitation…","Scientific Questions Being Studied
I am interested in data in all domains: EHR, Survey Questions and Physical Measurements. My research aims are to test the impact of COVID-19 pandemic on health outcomes (e.g., overall health, mental health, CVD, type 2 diabetes, hypertension, functional limitation and disability) across groups by gender, age, race/ethnicity, comorbidities, etc. I am also interested in assessing risk factors for mortality caused by COVID-19 pandemic.","Project Purpose(s)
Population Health","Scientific Approaches
I am planning to use the epidemiological approach to analyze data to calculate descriptive statistics (e.g., percent) of both health outcomes and risk factors. I also plan to conduct inferential statistical analysis (e.g., logistic regression) to study the association between risk factors and health outcomes","Anticipated Findings
The prevalence of poor health outcomes increased during the COVID-19 pandemic, particularly in groups associated with with risk factors (e.g., older age with comorbidities).","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Jing Wang
- Late Career Tenured Researcher, University of Texas at Arlington","JW I am interested in data in all domains: EHR, Survey Questions and Physical Measurements. My research aims are to test the impact of COVID-19 pandemic on health outcomes (e.g., overall health, mental health, CVD, type 2 diabetes, hypertension, functional limitation…",diab-399,diabetes
Diabetes psychosocial experience,Data exploration for assessing whether it is possible to conduct an analysis of differential stigma-related experiences and psychosocial and health functioning between individuals diagnosed with type 1 and type 2 diabetes.,"Scientific Questions Being Studied
Data exploration for assessing whether it is possible to conduct an analysis of differential stigma-related experiences and psychosocial and health functioning between individuals diagnosed with type 1 and type 2 diabetes.","Project Purpose(s)
Social / Behavioral","Scientific Approaches
I plan to develop hypotheses based on available data items (should they prove sufficient to address these questions) and run statistical analyses in R to assess differences between individuals diagnoses with type 1 and type 2 diabetes. Will likely also evaluate potential moderators of relationships including weight status,  gender, and race/ethnicity. I may also compare these to a sample that is unaffected by diabetes.","Anticipated Findings
It is preliminary to make specific hypotheses, however, results may identify situations under which individuals with diabetes experience differential treatment and how such differential treatment, such as in the medical system, might relate to downstream decrements in psychological well-being and health.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Susan Persky
- Senior Researcher, National Human Genome Research Institute (NIH-NHGRI)",Diabetes psychosocial experience Data exploration for assessing whether it is possible to conduct an analysis of differential stigma-related experiences and psychosocial and health functioning between individuals diagnosed with type 1 and type 2 diabetes.,diab-400,diabetes
Diabetic Foot ulcer,"Evaluate the differences in healthcare access among adults with diabetes and a foot ulcer, based on race/ethnicity, geography, and other socioeconomic factors","Scientific Questions Being Studied
Evaluate the differences in healthcare access among adults with diabetes and a foot ulcer, based on race/ethnicity, geography, and other socioeconomic factors","Project Purpose(s)
Disease Focused Research (diabetes mellitus)","Scientific Approaches
We will utilize the existing survey data from the All of Us Research Program (AOURP) to determine the disparities in healthcare access and utilization among participants with diabetes and those with foot ulcerations.","Anticipated Findings
Racial/ethnic minorities, those living in rural areas, and of low socioeconomic classes will experience disparities in access to care and health care utilization compared to whites and general population.","Demographic Categories of Interest
Race / Ethnicity
Geography
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Tze-Woei Tan
- Mid-career Tenured Researcher, University of Arizona
Collaborators:
Chiu-Hsieh Hsu - Late Career Tenured Researcher, University of Arizona","Diabetic Foot ulcer Evaluate the differences in healthcare access among adults with diabetes and a foot ulcer, based on race/ethnicity, geography, and other socioeconomic factors",diab-401,diabetes
Childhood Obesity,"Childhood obesity is a major public health problem across the globe as well as in the US. Childhood obesity can continue into adulthood and is known to be a major risk factor for chronic diseases such as diabetes, cancer, and…","Scientific Questions Being Studied
Childhood obesity is a major public health problem across the globe as well as in the US. Childhood obesity can continue into adulthood and is known to be a major risk factor for chronic diseases such as diabetes, cancer, and cardiovascular diseases . Preventing childhood obesity has been actively pursued in pediatric programs. However, decades of rigorous research have shown that prevention and management of obesity is not easy. This is partly due to our limited understating of obesity and the complex interactions among a myriad of various factors, including biological and environmental ones, that are known to contribute to obesity. The motivation of this work is to predict childhood obesity early on and study the cause and consequences of obesity.","Project Purpose(s)
Disease Focused Research (obesity)
Drug Development","Scientific Approaches
We are planning to use deep machine learning models to study cause and consequences of obesity and predict childhood obesity.","Anticipated Findings
We are looking to study cause and consequences of childhood obesity. We will look into factors that will help predict childhood obesity early on. This will help prevent obesity and other chronic diseases that are the consequence of childhood obesity.","Demographic Categories of Interest
Age","Data Set Used
Registered Tier","Research Team
Owner:
Mehak Gupta
- Graduate Trainee, University of Delaware
Collaborators:
Raphael Poulain - Graduate Trainee, University of Delaware","Childhood Obesity Childhood obesity is a major public health problem across the globe as well as in the US. Childhood obesity can continue into adulthood and is known to be a major risk factor for chronic diseases such as diabetes, cancer, and…",diab-402,diabetes
Vitamin B12 deficiency and supplementation in patients on metformin,1. What proportion of patients with type 2 diabetes who take metformin have a vitamin B 12 deficiency? 2. What proportion of patients with type 2 diabetes who take metformin have had their vitamin B 12 levels measured? 3. What…,"Scientific Questions Being Studied
1. What proportion of patients with type 2 diabetes who take metformin have a vitamin B 12 deficiency?
2. What proportion of patients with type 2 diabetes who take metformin have had their vitamin B 12 levels measured?
3. What proportion of patients with type 2 diabetes who take metformin and have a vitamin B 12 deficiency are taking vitamin B 12 supplement?
4. Are there demographic or other disparities between patients with type 2 diabetes who take metformin and have vitamin B 12 deficiency compared with those who do not have deficiency?
5. Are there demographic or other disparities between patients with type 2 diabetes who take metformin and have had their vitamin B 12 levels measured compared with those who have not had it measured?
6. Are there demographic or other disparities between patients with type 2 diabetes who take metformin, have a vitamin B 12 deficiency and take vitamin B 12 supplement compared with those who do not take vitamin B 12 supplement?","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus)
Population Health","Scientific Approaches
Data will be drawn from EHR domains (diagnosis of type 2 diabetes, use of metformin, vitamin B 12 levels, vitamin B 12 supplementation), and survey responses (demographics, healthcare access and utilization). Basic descriptive statistics will be used to answer questions 1-3 above and inferential statistics to assess for disparities based on demographic factors, etc. (questions 4-6).","Anticipated Findings
This work will contribute to our understanding of how common vitamin B 12 deficiency is in patients who take metformin. Additionally, how likely it is patients taking metformin will be tested for deficiency and how likely it is that deficiency will be treated if present. Finally, this work aims to assess disparities, whether they be gender/sex-based, racial/ethnic, socioeconomic (e.g. educational attainment, income), age-based, or others, in the likelihood a patient taking metformin will have their vitamin B 12 levels assessed, whether they will have a deficiency and whether a deficiency will be treated if it is present.","Demographic Categories of Interest
Race / Ethnicity
Age
Gender Identity
Geography
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Keri Hurley
- Other, University of California, Irvine",Vitamin B12 deficiency and supplementation in patients on metformin 1. What proportion of patients with type 2 diabetes who take metformin have a vitamin B 12 deficiency? 2. What proportion of patients with type 2 diabetes who take metformin have had their vitamin B 12 levels measured? 3. What…,diab-403,diabetes
Aevus Precision Rx,"Aevus is engineering a ML -powered Prescription Guidance Platform - Aevus Precision Rx for Endocrinologists/PCPs to tailor prescriptions for Type 2 diabetes patients. In doing so, Aevus intends to improve T2D drug outcomes, reduce medication switching and lower treatment costs.…","Scientific Questions Being Studied
Aevus is engineering a ML -powered Prescription Guidance Platform - Aevus Precision Rx for Endocrinologists/PCPs  to tailor prescriptions for Type 2 diabetes patients. In doing so, Aevus intends to improve T2D  drug outcomes, reduce medication switching and lower treatment costs. There are 11 drug classes used to treat T2D with over 100 different medications for a doctor to choose from prior to prescribing a treatment plan to a patient. The doctor is thus faced with a problem of plenty - On average, it takes an Endocrinologist/PCP 18-24 months to arrive at a stable drug compound and dosage of that compound to treat a T2D patient. A portion of the astronomical health care spending also goes into treating Adverse Drug Reactions, which are frequent and drain the health system of $3.5 B annually. Precision Rx will act as a real-time point-of-care clinical decision support tool that will interface as a software between the physician and the EHR.","Project Purpose(s)
Disease Focused Research (Type 2 Diabetes)
Methods Development
Control Set","Scientific Approaches
Approach: 1) Initial data exploration through visualizations of variable distributions in relation to frequency among Diabetes Type 2 patients, as well as medications, 2) Statistical testing of variables for significance in regards to outcome that includes correlation, covariance, univariate linear regressions, univariate logistic regressions, multivariate linear and logistic regressions including lasso regularization, and Bayesian model averaging. 3) Evaluation and scaled significance of variable interactions from statistical testing in respect to the outcome,  4) First testing of prototype machine learning models and evaluation of models against a benchmark for performance, 5) Model selection narrowed to a narrow subset of machine learning algorithms, 6) Testing of combinations of top significant variables found during statistical exploration in the chosen model in order to determine the final set of input predictors, 7) Tuning of final prediction model.","Anticipated Findings
The goal of our modelling outcome is to generate a scale that will rank the 11 drug classes used to treat Type 2 Diabetes in decreasing order of potential toxicity to the patient. The above mentioned overarching ML model will comprise of several sub-ML models, the ensemble of which will produce an umbrella model that can rank all the drug classes. Each sub-model will tackle the question of 'Is drug class X suitable for unique patient XYZ or not?'. Precision Rx is intended to be a tool that can easily integrate into the existing clinical workflow of a physician with minimal change to their routine. There have been some advancements in the space of automated clinical decision support for Type 2 Diabetes in the past - tools like Epocrates have EHR integration capabilities that allow for physicians to make more accurate prescription decisions based purely off ADA guidelines. These are thus static tools that are not making use of EHR and Big Data Analysis to make a more data-driven decision","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Nayyar Ahmed
- Other, University of Pittsburgh","Aevus Precision Rx Aevus is engineering a ML -powered Prescription Guidance Platform - Aevus Precision Rx for Endocrinologists/PCPs to tailor prescriptions for Type 2 diabetes patients. In doing so, Aevus intends to improve T2D drug outcomes, reduce medication switching and lower treatment costs.…",diab-404,diabetes
