title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text,Extracted Team Info,Roles,Researchers,Institutions,Individuals Per Team,Unique Individuals Per Entry,Unique Institutions Per Entry,Is Multi-Institutional,Keywords,UMLS_Codes
environmental health,"The specific scientific question I intend to study is: ""What is the association between air pollution and the incidence of lung cancer?"" This question is of paramount importance due to the increasing global burden of lung cancer and the growing…","Scientific Questions Being Studied
The specific scientific question I intend to study is: ""What is the association between air pollution and the incidence of lung cancer?"" This question is of paramount importance due to the increasing global burden of lung cancer and the growing evidence that air pollution plays a significant role in the etiology of respiratory diseases, including lung cancer. Understanding this association is critical for several reasons:
Public Health Impact: Lung cancer remains one of the leading causes of cancer-related deaths worldwide. Identifying and quantifying the role of air pollution in lung cancer development could lead to targeted public health interventions, policies for air quality improvement, and ultimately, a reduction in lung cancer incidence and mortality.","Project Purpose(s)
Disease Focused Research (cancer)","Scientific Approaches
Datasets:
Air Quality Data: Sources could include the Environmental Protection Agency (EPA) Air Quality System (AQS) database.
Health Outcomes Data: Acquire lung cancer incidence and mortality data from cancer registries. This data will include information on lung cancer cases, demographic variables (age, sex), and geographic location.
Covariate Data: Collect data on potential confounders and effect modifiers, including smoking rates, socio-economic status, and occupational exposures
Research Methods:
Exposure Assessment: Use  models to estimate individual or community-level exposure to air pollutants based on residential or workplace locations.
Epidemiological Analysis: Conduct observational studies, such as cohort or case-control studies, to assess the relationship between air pollution exposure and lung cancer risk. This will involve calculating relative risks, odds ratios, and attributable risks, adjusting for confounders.","Anticipated Findings
The study aims to identify a quantitative relationship between long-term exposure to specific air pollutants (e.g., PM2.5, NO2) and the incidence of lung cancer. Findings are expected to highlight the risk increase associated with certain levels of exposure.
Through spatial analysis, the research may uncover geographic patterns in the correlation between air pollution levels and lung cancer rates, identifying areas with elevated risks.
Public Health Policies: The findings will provide robust evidence to support the development of targeted public health policies and air quality standards aimed at reducing lung cancer incidence. This evidence can advocate for stricter air pollution controls and inform guidelines for safe exposure levels.
Environmental Justice: Identifying spatial hotspots and differential risks can contribute to the discourse on environmental justice, highlighting communities disproportionately affected by air pollution and prompting targeted interventions.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Yanhong Huang
- Graduate Trainee, University of New Mexico and University of New Mexico Health Sciences Center","environmental health The specific scientific question I intend to study is: ""What is the association between air pollution and the incidence of lung cancer?"" This question is of paramount importance due to the increasing global burden of lung cancer and the growing…","1. [""Owner"", ""Graduate Trainee""]
2. [""Yanhong Huang""]
3. [""University of New Mexico"", ""University of New Mexico Health Sciences Center""]","['Owner', 'Graduate Trainee']",['Yanhong Huang'],"['University of New Mexico', 'University of New Mexico Health Sciences Center']",1,1,2,TRUE,"['Air pollution', 'Lung cancer', 'Respiratory diseases', 'Epidemiological analysis', 'Environmental Protection Agency (EPA)', 'Cohort studies', 'PM2.5', 'NO2', 'Spatial analysis', 'Public health policies']","['C0001940', 'C0024121', 'C0035229', 'C1521241', 'C0033782', 'C0936152', 'C4031841', 'C0028399', 'C1708847', 'C0029836']"
Cardio Paper Working Version,This study seeks to understand the relationship between ambient air pollution concentrations (PM2.5 and NO2) and the incidence of hypertension in the All of Us cohort. To explore this association we will match modelled air quality data for the continental…,"Scientific Questions Being Studied
This study seeks to understand the relationship between ambient air pollution concentrations (PM2.5 and NO2) and the incidence of hypertension in the All of Us cohort. To explore this association we will match modelled air quality data for the continental USA to participant zip code prefix. Analysis will consist of multivariate logistic regression and generalized additive models.","Project Purpose(s)
Disease Focused Research (hypertension)
Population Health","Scientific Approaches
This study seeks to understand the relationship between ambient air pollution concentrations (PM2.5 and NO2) and the incidence of hypertension in the All of Us cohort. To explore this association we will match modelled air quality data for the continental USA to participant zip code prefix. Analysis will consist of multivariate logistic regression and generalized additive models.","Anticipated Findings
We anticipate an association between air pollution concentrations and the incidence of hypertension. We anticipate that the strength of this association will vary by race and other demographic factors, as well as by smoking status and other behavioral health factors.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Maia Griffith
- Project Personnel, University of Chicago
Jiajun Luo
- Research Fellow, University of Chicago
Andrew Craver
- Project Personnel, University of Chicago
Collaborators:
Yuqing Yang - Project Personnel, University of Chicago",Cardio Paper Working Version This study seeks to understand the relationship between ambient air pollution concentrations (PM2.5 and NO2) and the incidence of hypertension in the All of Us cohort. To explore this association we will match modelled air quality data for the continental…,"1. [""Owner"", ""Project Personnel"", ""Research Fellow"", ""Project Personnel""]
2. [""Maia Griffith"", ""Jiajun Luo"", ""Andrew Craver"", ""Yuqing Yang""]
3. [""University of Chicago"", ""University of Chicago"", ""University of Chicago"", ""University of Chicago""]","['Owner', 'Project Personnel', 'Research Fellow', 'Project Personnel']","['Maia Griffith', 'Jiajun Luo', 'Andrew Craver', 'Yuqing Yang']","['University of Chicago', 'University of Chicago', 'University of Chicago', 'University of Chicago']",4,4,1,FALSE,"['ambient air pollution concentrations', 'PM2.5', 'NO2', 'hypertension', 'All of Us cohort', 'multivariate logistic regression', 'generalized additive models', 'demographic factors', 'smoking status', 'behavioral health factors']","['C0011880', 'C4175623', 'C0028708', 'C0020538', 'C3810159', 'C1706329', 'C1056353', 'C0242622', 'C0037369', 'C1456867']"
Duplicate of Wearables Pollution and Temperature Controlled Tier,"Exposure to ambient air pollution and extreme temperature has significant consequences for human health and mortality. Behavioral responses to air pollution and temperature are of academic and public interest in and of themselves, but they can also reveal the social…","Scientific Questions Being Studied
Exposure to ambient air pollution and extreme temperature has significant consequences for human health and mortality. Behavioral responses to air pollution and temperature are of academic and public interest in and of themselves, but they can also reveal the social costs of pollution and extreme temperatures, or the benefits of their mitigation, informing cost-benefit analysis of environmental policy. This project aims to use wearables data from the All of Us project. to examine (1) how human behavior changes in response to pollution and temperature shocks and (2) mechanisms through which pollution and temperature affect human health and physical performance.","Project Purpose(s)
Population Health
Social / Behavioral","Scientific Approaches
This project will use econometric and causal inference tools common in applied microeconomics research to explore behavioral responses to ambient air pollution and extreme temperature. It will incorporate publicly available weather and temperature data as well as pollution data from local pollution monitors as and satellite measures.","Anticipated Findings
This study will provide a novel approach to valuing pollution avoidance and climate change mitigation, contributing to a growing literature in environmental economics. Whereas much of the existing literature identifies health impacts for vulnerable populations like infants and the elderly, populations for which relevant data are available from administrative records, these wearables data can be used to analyze impacts on other demographic groups, including non-elderly adults.","Demographic Categories of Interest
Race / Ethnicity
Age
Geography
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Robert Harris
- Other, Georgia Institute of Technology","Duplicate of Wearables Pollution and Temperature Controlled Tier Exposure to ambient air pollution and extreme temperature has significant consequences for human health and mortality. Behavioral responses to air pollution and temperature are of academic and public interest in and of themselves, but they can also reveal the social…","1. [""Owner""]
2. [""Robert Harris""]
3. [""Georgia Institute of Technology""]",['Owner'],['Robert Harris'],['Georgia Institute of Technology'],1,1,1,FALSE,"['ambient air pollution', 'extreme temperature', 'human health', 'mortality', 'behavioral responses', 'wearables data', 'environmental policy', 'econometric', 'climate change mitigation', 'demographic groups']","['C0002514', 'C0206419', 'C0086418', 'C0026549', 'C0586683', 'C4049852', 'C0085081', 'C4552468', 'C4899932', 'C1515650']"
Stillbirth and Social Determinants of Health,"Intrauterine fetal demise (IUFD) or stillbirth, is defined in the US as death ≥20 weeks gestation and occurs in about 1 in 160 pregnancies (CDC). Numerous medical risk factors have been identified as contributing to stillbirth, as have several social…","Scientific Questions Being Studied
Intrauterine fetal demise (IUFD) or stillbirth, is defined in the US as death ≥20 weeks gestation and occurs in about 1 in 160 pregnancies (CDC). Numerous medical risk factors have been identified as contributing to stillbirth, as have several social determinants, such as race, income, education, access to antenatal cate, air pollution, and drug use.  There is a paucity of literature examining the association of social determinants of health on IUFD as well as the impact social determinants of health have on stillbirth evaluation. Previous literature has shown placental pathology, fetal autopsy, and genetic testing identified as the most useful in determining stillbirth cause. However, little data analyzing whether socioeconomically disadvantaged groups are receiving these recommended evaluations exists. This study seeks to examine the social, racial, and economic factors that may be contributing to stillbirth as well as the role these determinants may have on stillbirth evaluation.","Project Purpose(s)
Social / Behavioral
Ancestry","Scientific Approaches
Previously performed cross-sectional study using institutional data were used to develop a predictive model for stillbirth. Use of information obtained using the All of Us dataset will be used to help validate our model. Additional data on social determinants of health among women experiencing stillbirth  will be analyzed, as well as any existing genetic data for these cases.","Anticipated Findings
We anticipate findings demonstrating an impact for social determinants of health on the occurrence of stillbirth as well the evaluation performed thereafter. This study offers a benefit to the medical community in that it may allow for more complete understanding of the factors influencing intrauterine fetal demise leading to better and more equitable prenatal care, delivery planning, and genetic evaluation for patients with a history of intrauterine fetal demise.","Demographic Categories of Interest
Race / Ethnicity
Geography
Access to Care
Education Level
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Lena Shay
- Research Fellow, Baylor College of Medicine","Stillbirth and Social Determinants of Health Intrauterine fetal demise (IUFD) or stillbirth, is defined in the US as death ≥20 weeks gestation and occurs in about 1 in 160 pregnancies (CDC). Numerous medical risk factors have been identified as contributing to stillbirth, as have several social…","1. [""Owner"", ""Research Fellow""]
2. [""Lena Shay""]
3. [""Baylor College of Medicine""]","['Owner', 'Research Fellow']",['Lena Shay'],['Baylor College of Medicine'],1,1,1,FALSE,"['Intrauterine fetal demise (IUFD)', 'Stillbirth', 'Medical risk factors', 'Social determinants of health', 'Race', 'Income', 'Education', 'Air pollution', 'Drug use', 'Genetic testing']","['C0085281', 'C0151721', 'C0025359', 'C0577554', 'C1445639', 'C0021359', 'C0013604', 'C0001962', 'C0012978', 'C0017361']"
Climate change and mental health,"This project will evaluate the association between climate-related exposures (air pollution, temperature) and the incidence of mental disorders. We will also investigate whether this association varies by age, race, or sex. We will investigate a range of different mental disorders:…","Scientific Questions Being Studied
This project will evaluate the association between climate-related exposures (air pollution, temperature) and the incidence of mental disorders. We will also investigate whether this association varies by age, race, or sex. We will investigate a range of different mental disorders:
- schizophrenia spectrum disorder [ICD9: 295, 297, 298 (298.0 excluded)],
- bipolar disorder (296.0, 296.1,296.4–8),
- depression (296.2–3, 298.0, 300.4, 309.0, 309.1, 311),
- anxiety, stress-related and somatoform disorders [300 (300.3, 300.4 and 300.7 excluded), 306,307.4, 307.8–307.9, 308, 316],
- personality and behaviour disorders (301, 302, 312), and
- substance use disorders (291, 292, 303, 304, 305).","Project Purpose(s)
Disease Focused Research (anxiety disorder)
Population Health","Scientific Approaches
We will assign exposure based on 3 digit zip code. We will then create a cohort of All of Us participants without mental health conditions at baseline and develop matched controls (by age, sex, educational status, race/ethnicity, and marital status).","Anticipated Findings
We anticipate identifying an association between air pollution and the incidence of mental disorders, and that the strength of this association may vary by sociodemographic characteristics. This will be one of the first studies to evaluate the impact of pollution on the development of new mental disorders.","Demographic Categories of Interest
Race / Ethnicity
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Kate Burrows
- Early Career Tenure-track Researcher, University of Chicago","Climate change and mental health This project will evaluate the association between climate-related exposures (air pollution, temperature) and the incidence of mental disorders. We will also investigate whether this association varies by age, race, or sex. We will investigate a range of different mental disorders:…","1. [""Owner""]
2. [""Kate Burrows""]
3. [""University of Chicago""]",['Owner'],['Kate Burrows'],['University of Chicago'],1,1,1,FALSE,"['Climate-related exposures', 'Air pollution', 'Temperature', 'Mental disorders', 'Age', 'Race', 'Sex', 'Schizophrenia spectrum disorder', 'Substance use disorders', 'Sociodemographic characteristics']","['C2961456', 'C0001973', 'C0039476', 'C0006104', 'C0001779', 'C1705544', 'C1260964', 'C0025190', 'C0038692', 'C4554638']"
Air pollution and climate change on cardiometabolic health,"Epidemiological evidence has shown climate change (including extreme heat and elevated temperature) and air pollution have adverse effects on population health, especially cardiovascular disease and metabolic diseases. However, there is limited information on individual susceptibility to climate change and air…","Scientific Questions Being Studied
Epidemiological evidence has shown climate change (including extreme heat and elevated temperature) and air pollution have adverse effects on population health, especially cardiovascular disease and metabolic diseases. However, there is limited information on individual susceptibility to climate change and air pollution in terms of genetic variant, lifestyle and behavior factors. The overall aim of this project is to investigate how climate change, air pollution and lifestyle are affecting cardiometabolic diseases among representative US population in the All of US program. First, we will investigate how climate-related extreme events and air pollution together impact cardiometabolic disease incidence and mortality. Second, we will examine whether lifestyle and behavior information modify the impact of environmental factor on cardiometabolic health. Third, we will leverage genetic variant and assess individual susceptibility.","Project Purpose(s)
Disease Focused Research (cardiovascular disease, type 2 diabetes, cardiometabolic disease)
Population Health","Scientific Approaches
We will match All of US participants' location with spatial-temporal datasets containing air pollution, extreme heat and temperature exposure and link diseases incidence and mortality EMR datasets in All of US database. Epidemiological analysis will be conducted to assess the impact of air pollution and climate change on cardiometabolic health incidence and mortality. We will additional explore using Fitbit data as an indicator of the individual behavior and test whether it can be used as an indicator of climate adaptation. Lastly, we will conduct statistical analysis testing genetic variant of cardiometabolic susceptibility during high air pollution period and/or during heatwave events.","Anticipated Findings
For the first aim, we anticipated that we found that air pollution and heat exposure is associated with higher incidence and mortality of the cardiometabolic diseases. For the second aim, we anticipated that we found increased physical activity could reduce adverse impact of air pollution and extreme heat exposure. For the third aim, we anticipated to replicate some of the previously identified genetic variants that are susceptible markers of the cardiometabolic diseases.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Jiawen Liao
- Research Fellow, University of Southern California","Air pollution and climate change on cardiometabolic health Epidemiological evidence has shown climate change (including extreme heat and elevated temperature) and air pollution have adverse effects on population health, especially cardiovascular disease and metabolic diseases. However, there is limited information on individual susceptibility to climate change and air…","1. [""Owner"", ""Research Fellow""]
2. [""Jiawen Liao""]
3. [""University of Southern California""]","['Owner', 'Research Fellow']",['Jiawen Liao'],['University of Southern California'],1,1,1,FALSE,"['Climate change', 'Air pollution', 'Cardiovascular disease', 'Metabolic diseases', 'Individual susceptibility', 'Genetic variant', 'Lifestyle factors', 'Epidemiological analysis', 'Fitbit data', 'Cardiometabolic diseases']","['C0917369', 'C0001941', 'C0007222', 'C0025517', 'C1608514', 'C1705311', 'C0023802', 'C0205170', 'C4040075', 'C3714817']"
Glaucoma and environmental factors,"Glaucoma is the leading cause of irreversible blindness worldwide, affecting approximately 80 million people. The exact mechanisms of glaucoma development remain unclear, but oxidative stress, inflammatory pathways, and microvascular changes have been shown to play an important role. The same…","Scientific Questions Being Studied
Glaucoma is the leading cause of irreversible blindness worldwide, affecting approximately 80 million people. The exact mechanisms of glaucoma development remain unclear, but oxidative stress, inflammatory pathways,  and microvascular changes have been shown to play an important role. The same mechanisms have been linked to air pollution and recent studies have shown that greater exposure of air pollutants are associated with both self-reported glaucoma and adverse structural characteristics of the disease. A better understanding of the association between glaucoma and air pollution, can help identify modifiable risk factors and, hopefully, provide actionable advice for patients and health care professionals to improve glaucoma management.","Project Purpose(s)
Disease Focused Research (glaucoma)","Scientific Approaches
We plan to conduct an epidemiological study. To reflect chronic exposure, we will assess data from participants who have responded to The Basics survey question “How many years have you lived at your current address?” with either “6 to 10” or “11 to 20 or “more 20”. Cases of glaucoma will be identified using SNOMED-CT. To assess exposure of air pollutants, we will use publicly available government sources obtained from the Environmental Protection Agency (EPA) using ZIP Code Tabulation Areas (ZCTAs). We will match to the nearest location of measurement for each environmental variable to assign each patient a single set of environmental measurements. We will use logistic regression models to quantify the association of environmental variables with our primary outcome of glaucoma.","Anticipated Findings
We expect to obtain novel insights to increase our understanding of the relationship between greater exposure to air pollutants, and other environmental factors, and the risk of glaucoma. Using ""All of Us"" data, we hope to contribute new knowledge that can potentially identify new modifiable risk factors for glaucoma.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Anna-Sophie Thein
- Graduate Trainee, University of California, San Francisco","Glaucoma and environmental factors Glaucoma is the leading cause of irreversible blindness worldwide, affecting approximately 80 million people. The exact mechanisms of glaucoma development remain unclear, but oxidative stress, inflammatory pathways, and microvascular changes have been shown to play an important role. The same…","1. [""Owner"", ""Graduate Trainee""]
2. [""Anna-Sophie Thein""]
3. [""University of California, San Francisco""]","['Owner', 'Graduate Trainee']",['Anna-Sophie Thein'],"['University of California, San Francisco']",1,1,1,FALSE,"['Glaucoma', 'Irreversible blindness', 'Oxidative stress', 'Inflammatory pathways', 'Microvascular changes', 'Air pollution', 'Epidemiological study', 'SNOMED-CT', 'Environmental Protection Agency', 'Logistic regression models']","['C0017601', 'C0235325', 'C0028838', 'C4049952', 'C0591148', 'C0001962', 'C3887510', 'C1553714', 'C0014570', 'C0023989']"
Urban genetics,"The world has witnessed on-going urbanization and globalization for decades. Currently, more than half of the world’s population lives in urban areas and the proportion is expected to go up to about 66% by 2050. The number of people living…","Scientific Questions Being Studied
The world has witnessed on-going urbanization and globalization for decades.  Currently, more than half of the world’s population lives in urban areas and the proportion is expected to go up to about 66% by 2050.  The number of people living outside their country of origin has also been increasing over the last two decades.   This global trend is evident in largest cities in the world such as New York, suggesting rapid and extensive admixture of individuals with different ancestry inside the city. This admixture is different from the admixture we experienced before in many points. Thus, it is important to understand what would happen in our genome in the city from the perspective of population genetics.
Additionally, the environment in urban area is very unique: E.g. high density of people, heavy traffic, heavy air pollution, low level of physical activity and etc. These unique environment can drive evolution though gene environment interaction.","Project Purpose(s)
Ancestry","Scientific Approaches
To assess what genetic features in cities are different from those in rural areas,  we will categorize All Of US participants by the level of urbanization based on zip code data and compare several statistics (e.g. genetic diversity). To understand what is happening in a large city, we will analyze population structure in New York City by PCA, ADMIXTURE, UMAP and IBD sharing network and compare with New York States. We will also infer local ancestry for each individual using MOSAIC and gnomix to compare ancestry composition in each individual's genome.","Anticipated Findings
By analyzing NYC participants, we will find several founder populations and many recently admixed individuals. By combining EHR data, we will be able to find population-specific disease and associated variants. This may improve our understanding of disease background for underrepresented populations such as admixed populations and small founder populations.
Higher genetic diversity and higher rate of assortative mating are anticipated in the city than rural area. Our findings may be helpful to create future frameworks of genomic study such as Genome-wide association study (GWAS) because some genetic features like assortative mating would contradict the assumption of current framework.
Inferring local ancestry is important for finding disease-associated variants in admixed individuals. We will provide the results to other researchers to enhance genetic researches in admixed populations.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Sri Raj
- Early Career Tenure-track Researcher, Albert Einstein College of Medicine
Mariko Segawa
- Research Fellow, Albert Einstein College of Medicine
Collaborators:
Srilakshmi Raj - Early Career Tenure-track Researcher, Albert Einstein College of Medicine
Varun Gupta - Project Personnel, Albert Einstein College of Medicine","Urban genetics The world has witnessed on-going urbanization and globalization for decades. Currently, more than half of the world’s population lives in urban areas and the proportion is expected to go up to about 66% by 2050. The number of people living…","1. [""Owner"", ""Owner"", ""Collaborator"", ""Collaborator""]
2. [""Sri Raj"", ""Mariko Segawa"", ""Srilakshmi Raj"", ""Varun Gupta""]
3. [""Albert Einstein College of Medicine"", ""Albert Einstein College of Medicine"", ""Albert Einstein College of Medicine"", ""Albert Einstein College of Medicine""]","['Owner', 'Owner', 'Collaborator', 'Collaborator']","['Sri Raj', 'Mariko Segawa', 'Srilakshmi Raj', 'Varun Gupta']","['Albert Einstein College of Medicine', 'Albert Einstein College of Medicine', 'Albert Einstein College of Medicine', 'Albert Einstein College of Medicine']",4,4,1,FALSE,"['Urbanization', 'Globalization', 'Population genetics', 'Gene-environment interaction', 'Genetic diversity', 'Population structure', 'Ancestry composition', 'Founder populations', 'Assortative mating', 'Genome-wide association study']","['C0041651', 'C1554974', 'C0032529', 'C1705852', 'C0017358', 'C1863099', 'C1706849', 'C1709409', 'C0596644', 'C1706451']"
Pollution and smoking practice,"Comparing incidence of lung diseases among tobacco and ecigarette users to background rates of lung disease, relative to air pollution data for participants' zip codes. Specifically looking to understand relative effects of smoked tobacco/nicotine products compared to environmental air pollution.","Scientific Questions Being Studied
Comparing incidence of lung diseases among tobacco and ecigarette users to background rates of lung disease, relative to air pollution data for participants' zip codes. Specifically looking to understand relative effects of smoked tobacco/nicotine products compared to environmental air pollution.","Project Purpose(s)
Educational","Scientific Approaches
Using participant survey data for tobacco/nicotine use and participant zip code data connected with (as yet undecided) external data on air pollution and air quality for a given zip code. Specific analysis approaches are still being explored.","Anticipated Findings
Anticipating a more consistent negative effect on lung health from personal tobacco usage with environmental air pollution compounding these effects.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Eric Sodja
- Graduate Trainee, University of Utah","Pollution and smoking practice Comparing incidence of lung diseases among tobacco and ecigarette users to background rates of lung disease, relative to air pollution data for participants' zip codes. Specifically looking to understand relative effects of smoked tobacco/nicotine products compared to environmental air pollution.","1. [""Owner"", ""Graduate Trainee""]
2. [""Eric Sodja""]
3. [""University of Utah""]","['Owner', 'Graduate Trainee']",['Eric Sodja'],['University of Utah'],1,1,1,FALSE,"['Lung diseases', 'Tobacco users', 'E-cigarette users', 'Air pollution', 'Smoked tobacco/nicotine products', 'Environmental air pollution', 'Participant survey data', 'Zip code data', 'Air quality', 'Negative effect on lung health']","['C0024117', 'C0040346', 'C2985366', 'C0001962', 'C0003034', 'C0001962', 'C1705397', 'C0043325', 'C0001962', 'C0024117']"
Sinusitis and air pollution,"We already know that air pollution is related to chronic rhinosinusitis. However, if there are any genes that modify this relationship is unknown. We propose to study which single nucleotide polymorphisms (SNPs) could modify the air pollution and chronic rhinitis…","Scientific Questions Being Studied
We already know that air pollution is related to chronic rhinosinusitis. However, if there are any genes that modify this relationship is unknown. We propose to study which  single nucleotide polymorphisms (SNPs) could modify the air pollution and chronic rhinitis relationship.","Project Purpose(s)
Disease Focused Research (sinusitis)
Ancestry","Scientific Approaches
We plan to use general demographic data (such as age, sex, ethnicity, education, income), general comorbidity data (included in conditions), air pollution data (particulate matter equal or less than 2.5μm [PM2.5]) and SNP/intel variants.
To verify which SNPs are more associated with chronic rhinosinusitis, we are going to perform a wide genome association study (GWAS). Then, we are going to perform logistic regressions, using interaction terms, to see whether the association of air pollution with chronic rhinosinusitis is modified.","Anticipated Findings
We anticipate that some SNPs can modify the relationship between air pollution and chronic rhinosinusitis in our modification analyses. These findings will help to identify which individuals are more susceptible to develop chronic rhinosinusitis when exposed to PM2.5, offering important public health information.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Henrique Ochoa Scussiatto
- Research Fellow, University of Chicago
Collaborators:
Olga Lesnik - Project Personnel, University of Chicago","Sinusitis and air pollution We already know that air pollution is related to chronic rhinosinusitis. However, if there are any genes that modify this relationship is unknown. We propose to study which single nucleotide polymorphisms (SNPs) could modify the air pollution and chronic rhinitis…","1. [""Owner"", ""Research Fellow"", ""Project Personnel""]
2. [""Henrique Ochoa Scussiatto"", ""Olga Lesnik""]
3. [""University of Chicago"", ""University of Chicago""]","['Owner', 'Research Fellow', 'Project Personnel']","['Henrique Ochoa Scussiatto', 'Olga Lesnik']","['University of Chicago', 'University of Chicago']",2,2,1,FALSE,"['air pollution', 'chronic rhinosinusitis', 'genes', 'single nucleotide polymorphisms', 'SNP/intel variants', 'wide genome association study', 'logistic regressions', 'susceptibility', 'PM2.5', 'public health']","['C0001927', 'C1317798', 'C0017337', 'C1704651', 'C2826688', 'C3539272', 'C0023946', 'C0744744', 'C4731481', 'C0033981']"
derm,Use public datasets to get information about the impact of pollution on alopecia areata. This will help us see the role of environmental impacts.,"Scientific Questions Being Studied
Use public datasets to get information about the impact of pollution on alopecia areata. This will help us see the role of environmental impacts.","Project Purpose(s)
Disease Focused Research (Derm)","Scientific Approaches
Use public datasets to get information about the impact of pollution on alopecia areata. This will help us see the role of environmental impacts.","Anticipated Findings
Exploring the impact of pollution on alopecia areata.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Ross O'Hagan
- Graduate Trainee, Icahn School of Medicine at Mount Sinai",derm Use public datasets to get information about the impact of pollution on alopecia areata. This will help us see the role of environmental impacts.,"1. [""Owner"", ""Graduate Trainee""]
2. [""Ross O'Hagan"", ""Icahn School of Medicine at Mount Sinai""]
3. [""Icahn School of Medicine at Mount Sinai""]","['Owner', 'Graduate Trainee']","[""Ross O'Hagan"", 'Icahn School of Medicine at Mount Sinai']",['Icahn School of Medicine at Mount Sinai'],2,2,1,FALSE,"['pollution', 'asthma', 'alopecia areata', 'environmental impacts', 'public datasets', 'scientific questions', 'scientific approaches', 'exploring', 'impact', 'anticipated findings']","['C0033364', 'C0004096', 'C0002080', 'C0014394', 'C1705882', 'C0013227', 'C0013228', 'C0152452', 'C0221250', 'C0879610']"
Mental_health_equity,"Aim. To determine the association of combined place-based environmental and social stressors, their constellation, with middle childhood and adolescent symptoms of depression among All of Us participants (8 to 17 years old). Specific questions include: What is the spatial association…","Scientific Questions Being Studied
Aim. To determine the association of combined place-based environmental and social stressors, their constellation, with middle childhood and adolescent symptoms of depression among All of Us participants (8 to 17 years old). Specific questions include:
What is the spatial association of neighborhood environmental stressors such as crime, green space, noise, air pollution, on participant depression disorder?
What is the association social stressors, such as, individual and household composition and socio-economic characteristics, on participant depression disorder?What  are the combined effects of place-based environmental and social stressors on participant depression disorder?","Project Purpose(s)
Disease Focused Research (mental depression)
Population Health
Social / Behavioral
Other Purpose (To complete a chapter in my doctoral dissertation on influence of environmental stressors on depression disorder among adolescents. )","Scientific Approaches
This research will use exploratory geospatial and descriptive analysis approach to attain a preliminary understanding of the spatial association and distribution of geographic stressors and the variation in the distribution of mental health risks. This approach will use exploratory mapping, row standardized spatial weights, descriptive statistics, bivariate and multivariate analysis based on ordinary least square (OLS) methods.
In addition, this research will utilize data reduction methods including principle component analysis and Latent profile analysis to identify constellation of exposure to geographic environmental and social stressors. Exposures identified to influence outcomes of interest with the exploratory spatial descriptive analysis (above), will be used in this phase of the analysis.","Anticipated Findings
This research will go beyond the prior research focused on either social or environmental exposures and incorporate analysis of the synergistic effects of these factors that make up these different neighborhood contexts. Synergistic effects on the brain have been hypothesized via systemic inflammation, vascular degeneration, and alterations in blood-brain barrier permeability. However, few studies have been able to disentangle cause and effect relationship between social stressors and environmental hazards with health outcomes. Studies that analyze synergistic effects document issues with temporal misclassification of exposures, spatial statistical power or autocorrelation.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Geography
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Javier Morla
- Graduate Trainee, University of California, Davis","Mental_health_equity Aim. To determine the association of combined place-based environmental and social stressors, their constellation, with middle childhood and adolescent symptoms of depression among All of Us participants (8 to 17 years old). Specific questions include: What is the spatial association…","1. [""Owner"", ""Graduate Trainee""]
2. [""Javier Morla""]
3. [""University of California, Davis""]","['Owner', 'Graduate Trainee']",['Javier Morla'],"['University of California, Davis']",1,1,1,FALSE,"['middle childhood', 'adolescent symptoms of depression', 'neighborhood environmental stressors', 'air pollution', 'social stressors', 'socio-economic characteristics', 'geospatial analysis', 'mental health risks', 'data reduction methods', 'synergistic effects']","['C0230622', 'C0497327', 'C1963907', 'C0001947', 'C0010346', 'C0752376', 'C4729760', 'C0221510', 'C1706537', 'C0205277']"
