title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text
"KHAN: Dementia, Alzheimer's Disease & Arsenic, Lead Blood Levels",I would like to explore the association between dementia and lead and/or arsenic exposure in the All of Us sample.,"Scientific Questions Being Studied
I would like to explore the association between dementia and lead and/or arsenic exposure in the All of Us sample.","Project Purpose(s)
Educational","Scientific Approaches
I will begin with exploratory data analysis, make adjustments as necessary, then work toward a regression.","Anticipated Findings
I expect to find a statistically significant association between lead and arsenic blood levels and dementia diagnoses.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Scott Jones
- Other, Northwell Health
Collaborators:
Lisa Connor - Early Career Tenure-track Researcher, Sam Houston State University
Khalid Khan - Mid-career Tenured Researcher, Sam Houston State University
Fahmida Rashid - Graduate Trainee, Sam Houston State University","KHAN: Dementia, Alzheimer's Disease & Arsenic, Lead Blood Levels I would like to explore the association between dementia and lead and/or arsenic exposure in the All of Us sample."
DLB,I want to understand if blood markers can be used to distinguish those with Dementia with Lewy bodies from other conditions.,"Scientific Questions Being Studied
I want to understand if blood markers can be used to distinguish those with Dementia with Lewy bodies from other conditions.","Project Purpose(s)
Disease Focused Research (Dementia with Lewy bodies )","Scientific Approaches
Whereas traditional analyses utilize linear and logistic regression models, we will use machine learning which focuses on data-driven methods to identify complex patterns using non-linear relationships in data to make accurate predictions10, 11","Anticipated Findings
Knowledge gained from this study can help clinicians and patients reach a diagnosis in a timelier fashion. Future studies could examine how changes in these biomarkers correlate with disease progression.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Gian Pal
- Other, Rutgers, The State University of New Jersey",DLB I want to understand if blood markers can be used to distinguish those with Dementia with Lewy bodies from other conditions.
TBI + Genetics,We will use the All of Us Dataset to explore relationships between genetics and outcome in individuals with TBI. A particular area of interest will be to explore whether genetics may influence the relationship between TBI and dementia.,"Scientific Questions Being Studied
We will use the All of Us Dataset to explore relationships between genetics and outcome in individuals with TBI. A particular area of interest will be to explore whether genetics may influence the relationship between TBI and dementia.","Project Purpose(s)
Disease Focused Research (Traumatic Brain Injury )
Ancestry","Scientific Approaches
We will use the genomic data set from the All of Us database.","Anticipated Findings
Existing studies of genetic influence in TBI are underpowered. The All Of Us dataset presents a unique and important opportunity to advance knowledge in this field by leveraging the large sample size to explore associations.","Demographic Categories of Interest
Disability Status","Data Set Used
Controlled Tier","Research Team
Owner:
Amelia Hicks
- Research Fellow, Icahn School of Medicine at Mount Sinai",TBI + Genetics We will use the All of Us Dataset to explore relationships between genetics and outcome in individuals with TBI. A particular area of interest will be to explore whether genetics may influence the relationship between TBI and dementia.
Anticholinergic Medication Index (ACMI) and dementia risk,"Anticholinergic (AC) drugs are medications used to treat various conditions like depression, epilepsy, Parkinson’s disease, and bladder problems, especially as people age and develop more health issues. Over time, the use of these medications has increased significantly, particularly among frail…","Scientific Questions Being Studied
Anticholinergic (AC) drugs are medications used to treat various conditions like depression, epilepsy, Parkinson’s disease, and bladder problems, especially as people age and develop more health issues. Over time, the use of these medications has increased significantly, particularly among frail older adults. However, AC medications can sometimes lead to problems like confusion, memory loss, and falls in older individuals. Therefore, it's important to develop tools that can help doctors estimate a person's AC medication use and predict their risk of experiencing these side effects. A tool called the AC Medication Index (ACMI) was recently developed using the UK 'Connected Bradford' general practice database. This tool helps identify patients at high risk of experiencing side effects from AC medications, such as delirium or falls. We are now using this tool to study the connection between AC medication use and dementia using the UK Biobank and All of Us Research Program data.","Project Purpose(s)
Disease Focused Research (dementia)
Drug Development
Control Set
Ancestry","Scientific Approaches
We are utilizing the UK Biobank which is a large population-based prospective cohort study with comprehensive genetic and phenotypic data, that includes linked primary health care records for ~230,000 participants. We are using cox proportional hazards models, adjusted for clinical and genetic factors, to quantify the association between baseline annual anticholinergic burden (computed using the ACMI, among other anticholinergic burden scales) and the risk of dementia. Additionally, we are using PLINK to create a genetic risk score based on genes involved in the Acetylcholine signalling pathway, with the UK Biobank as the base cohort. This score will be tested using data from the All of Us Research Program, which will be the test cohort.","Anticipated Findings
A validated genetic risk score is the expected outcome of this study. This score should improve how anticholinergic medications are prescribed, reducing the risk of harmful side effects and ultimately improving quality of life and clinical outcomes while saving costs for individuals and society.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Innocent Gerald Asiimwe
- Research Fellow, University of Liverpool","Anticholinergic Medication Index (ACMI) and dementia risk Anticholinergic (AC) drugs are medications used to treat various conditions like depression, epilepsy, Parkinson’s disease, and bladder problems, especially as people age and develop more health issues. Over time, the use of these medications has increased significantly, particularly among frail…"
shushunr_0223,"Cancer is the second-leading cause of death worldwide. However, about half of cancer cases are preventable as they are linked to modifiable risk factors. The identification of individuals at high risk for cancer can help enhance the efficiency of cancer…","Scientific Questions Being Studied
Cancer is the second-leading cause of death worldwide. However, about half of cancer cases are preventable as they are linked to modifiable risk factors. The identification of individuals at high risk for cancer can help enhance the efficiency of cancer screening and develop effective cancer prevention programs. Machine learning techniques have been increasingly used for cancer prediction, including the prediction of cancer susceptibility (i.e., risk assessment), with acceptable performance reported before. However, few studies have explored cancer risk prediction for people with multimorbidity, including those with cognitive impairment such as dementia, who face challenges in health self-management and care decision-making. Research questions of this study are focused on (1) what are high-ranked risk factors for breast, prostate, lung, and colorectal cancers? (2) how do these risk factors differ between people with dementia (and/or mild cognitive impairment) and those without?","Project Purpose(s)
Disease Focused Research (Lung Cancer, Colorectal Cancer, Prostate Cancer, Breast Cancer)
Population Health
Social / Behavioral","Scientific Approaches
We are applying penalized Logistic Regression, XGBoost and attention-based neural network models in our pipeline, which is based on their well-documented strengths. They are renowned for their competitive accuracy, even when dealing with high-dimensional data, making them well-suited to the complexity and richness of EHR data. The dataset utilized in our study encompasses all patients from the ""All of Us"" program. This dataset offers an extensive and varied repository of information, including condition diagnoses, survey responses, and Fitbit data, covering a broad array of health-related factors. To construct the predictive pipeline, we use scikit-learn and pytorch, two highly popular and powerful open-source libraries for machine learning and deep learning respectively.","Anticipated Findings
The findings of the study will contribute to the understanding of leading risk factors for cancer among people with non-cancer diseases, particularly people with mild cognitive impairment or dementia. This study will build the foundation for the development of individualized cancer preventive care programs to support patient self-management and improve the quality of cancer care. It is also expected the adding of health behavioral factors into the cancer predictive models will enhance the model performance, which can provide insights for integrating patient-reported outcome data elements to EHRs to improve cancer clinical practice.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Shushun Ren
- Graduate Trainee, University of Michigan","shushunr_0223 Cancer is the second-leading cause of death worldwide. However, about half of cancer cases are preventable as they are linked to modifiable risk factors. The identification of individuals at high risk for cancer can help enhance the efficiency of cancer…"
DM+osteoporosis,"What is the prevalence of dementia in patients with Ankylosing Spondylitis, and what are the potential mechanisms behind the association?","Scientific Questions Being Studied
What is the prevalence of dementia in patients with Ankylosing Spondylitis, and what are the potential mechanisms behind the association?","Project Purpose(s)
Disease Focused Research (ankylosing spondylitis)","Scientific Approaches
The scientific approach could include a retrospective cohort study using health databases to identify AS patients and track the incidence of dementia. Statistical methods like logistic regression could be used to analyze the data, adjusting for potential confounders. Tools could include data analysis software such as R or Python.","Anticipated Findings
Anticipated findings might reveal a higher prevalence of diabetes in AS patients compared to the general population. Such results could contribute to the understanding of the metabolic processes involved in AS and dementia, potentially leading to targeted therapies or preventive measures for at-risk populations.","Demographic Categories of Interest
Race / Ethnicity
Age
Sex at Birth
Gender Identity
Sexual Orientation
Geography
Disability Status
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Chenyu Huang
- Graduate Trainee, University of California, Irvine","DM+osteoporosis What is the prevalence of dementia in patients with Ankylosing Spondylitis, and what are the potential mechanisms behind the association?"
Supercentenarian Sequencing,"Advancements in medicine and health sciences are allowing us to live longer than ever. However, as we age to such great lengths, humans become increasingly susceptible to age-related diseases like diabetes, cardiovascular disease, and dementia. These diseases can significantly reduce…","Scientific Questions Being Studied
Advancements in medicine and health sciences are allowing us to live longer than ever. However, as we age to such great lengths, humans become increasingly susceptible to age-related diseases like diabetes, cardiovascular disease, and dementia. These diseases can significantly reduce quality of life and many prove to be fatal. Certain individuals, however, can live to ages over 110 without ever developing these diseases or developing them much later in life. This ""supercentenarian"" demographic is arguably the best gold standard we have in humans for healthy aging. While lifestyle choices likely play a roll, we want to investigate if there are genetic reasons that may explain the resiliency to age-related diseases and the increased longevity seen in supercentenarians.","Project Purpose(s)
Disease Focused Research (Aging-Related Diseases)
Ancestry","Scientific Approaches
We will use whole genome sequencing data from individuals 110+ years old to determine if there are genomic patterns that are conserved in supercentenarians. The Li Lab here at UC Irvine uses a variety of computational methods to find different types of genomic patterns in an unbiased manner. With the results from these tools we can then ask further questions about these genomic patterns: Where are these patterns located? What genes are affected by them? What biological processes are affected and could they explain supercentenarian resiliency to age-related diseases?","Anticipated Findings
If we do find conserved genomic patterns, and we are able to identify genes and biological processes that might explain supercentenarian longevity, it could greatly advance our understanding of healthy human aging. Also, if we can find genetic reasons that explain why supercentenarians avoid aging-related diseases, we may even be able to identify therapeutic targets and treatments for these diseases.","Demographic Categories of Interest
Age","Data Set Used
Controlled Tier","Research Team
Owner:
Nima Shajarian
- Graduate Trainee, University of California, Irvine","Supercentenarian Sequencing Advancements in medicine and health sciences are allowing us to live longer than ever. However, as we age to such great lengths, humans become increasingly susceptible to age-related diseases like diabetes, cardiovascular disease, and dementia. These diseases can significantly reduce…"
Modifiers of clinical penetrance to iron overload,"Iron has essential biological functions but too much can result in the iron overload disease hemochromatosis. This is predominantly caused by mutations in the HFE gene, especially the p.C282Y genetic variant. However, patients experience dramatically different disease trajectories, and we…","Scientific Questions Being Studied
Iron has essential biological functions but too much can result in the iron overload disease hemochromatosis. This is predominantly caused by mutations in the HFE gene, especially the p.C282Y genetic variant. However, patients experience dramatically different disease trajectories, and we have studied factors influencing outcomes in the UK Biobank (PMIDs: 30651232 & 35567766), including the first report that those with two copies of this mutation have increased risk of dementia (doi:10.3233/jad-201080). Yet whether this extends to other populations is unknown. We aim to study participants with combinations of the HFE p.C282Y and p.H63D variants in the All of Us cohort to characterise penetrance of these iron overload associated genetic variants to key outcomes (liver disease, dementia) plus investigate modifiers of the penetrance, including non-HFE genetic variants known to increase iron levels, plus obesity, and other risk factors.","Project Purpose(s)
Disease Focused Research (hemochromatosis)
Population Health
Social / Behavioral
Ancestry","Scientific Approaches
We will use the microarray genotype data to extract iron overload variants in HFE as well as other iron increasing variants from published studies. Whilst the main hemochromatosis mutation (p.C282Y) is most common in individuals of European genetic ancestry (https://databrowser.researchallofus.org/variants/rs1800562) we will extend the findings investigating more diverse genetic groups. Health outcomes will be ascertained from the OMOP data, especially liver disease (the severe clinical outcome of iron overload) but also dementia. We will use `Plink` to extract genotype information, and `R` to perform the statistical analyses. We will utilize the following participant information, where available, to characterise the genotype carriers and include as risk factors/covariates: age, sex, obesity, socioeconomic status, race/ethnicity, smoking status, alcohol consumption, and physical activity.","Anticipated Findings
We anticipate confirming known associations between HFE p.C282Y and liver disease in this new study, and replicating our recent finding that p.C282Y homozygotes also have increased risk of dementia, especially non-Alzheimer's dementia. This will contribute to the literature by extending the finding to the US population, including more diverse populations. We anticipate clarifying the effect of risk factors in the other (contested) genotype combination (such as C282Y-H63D compound heterozygotes). We also anticipate that non-HFE genetic variants that impact iron will be associated with penetrance (clinical severity) within the HFE p.C282Y homozygotes, and in the general population.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Luke Pilling
- Early Career Tenure-track Researcher, University of Exeter","Modifiers of clinical penetrance to iron overload Iron has essential biological functions but too much can result in the iron overload disease hemochromatosis. This is predominantly caused by mutations in the HFE gene, especially the p.C282Y genetic variant. However, patients experience dramatically different disease trajectories, and we…"
Risk Factors Associated with CVA in Dementia Patients Receiving Antipsychotics,"1) What are genetic risk factors associated with cerebrovascular accident (CVA; stroke) in patients with dementia who received antipsychotics? 2) Are first-generation antipsychotics associated with higher risk of CVA in dementia patients compared to second generation (e.g., atypical) antipsychotics? 3)…","Scientific Questions Being Studied
1)	What are genetic risk factors associated with cerebrovascular accident (CVA; stroke) in patients with dementia who received antipsychotics?
2)	Are first-generation antipsychotics associated with higher risk of CVA in dementia patients compared to second generation (e.g., atypical) antipsychotics?
3)	Are African American (AA) dementia patients more susceptible to CVA in comparison to non-AA patients with dementia?
4)	 Is antipsychotic use associated with increased risk of CVA in AA patients with dementia compared to non-AA patients with dementia?
5)	Are there genetic risk factor differences for CVA in AA dementia patients compared to non-AA dementia patients based on antipsychotic therapeutic category?","Project Purpose(s)
Disease Focused Research (dementia)
Drug Development
Methods Development
Control Set
Ancestry","Scientific Approaches
Our All of Us filtered dataset will consist of patients with dementia ages 65 years or older who had a cerebrovascular accident (CVA; stroke) while receiving an antipsychotic. Research methods include genomic data filtering and association analysis using PLINK and stepwise multilinear regression analysis in R.","Anticipated Findings
We expect that genetic risk variants for dementia will also be associated with genetic variants that increase the risk of antipsychotic-induced cerebrovascular accidents (CVA; stroke). Furthermore, we expect to determine that African American (AA) dementia patients are more susceptible to antipsychotic-induced CVA in comparison to non-AA dementia patients. Lastly, we expect to determine that first-generation antipsychotics are associated with higher risk of CVA in dementia patients compared to second generation (e.g., atypical) antipsychotics and that these genetic risk factors in AA dementia patients differs based on antipsychotic therapeutic category compared to non-AA dementia patients. We believe our findings will contribute to the body of scientific knowledge through the development of updated antipsychotic treatment guidelines to alleviate agitation associated with dementia versus blanket discouragement of antipsychotic use in all patients with dementia.","Demographic Categories of Interest
Race / Ethnicity
Age
Disability Status","Data Set Used
Controlled Tier","Research Team
Owner:
Nkechi Mbaezue
- Other, Morehouse School of Medicine
Cheryl  Cropp
- Other, Morehouse School of Medicine","Risk Factors Associated with CVA in Dementia Patients Receiving Antipsychotics 1) What are genetic risk factors associated with cerebrovascular accident (CVA; stroke) in patients with dementia who received antipsychotics? 2) Are first-generation antipsychotics associated with higher risk of CVA in dementia patients compared to second generation (e.g., atypical) antipsychotics? 3)…"
Dementia and Sleep disease,#NAME?,"Scientific Questions Being Studied
-What is the prevalence of sleep pathology in dementia?
-Exploring how sleep disease affects behavioral symptoms of dementia?","Project Purpose(s)
Disease Focused Research (dementia)","Scientific Approaches
I will start by identifying my cohort and then applying basic statistical tests to explore the prevalence across different types of dementia. Then I applying other tests like the T-test and ANOVA to look for any significant differences.","Anticipated Findings
I anticipate that certain sleep pathologies will be statistically significant in terms of prevalence across dementia types. Having knowledge about this can inform screening/management for certain disease pathologies in dementia.","Demographic Categories of Interest
Age","Data Set Used
Registered Tier","Research Team
Owner:
Abdulrahman ALSHIBAN
- Research Fellow, Tufts Medical Center",Dementia and Sleep disease #NAME?
Duplicate of SDoH Subtyper for AoU controlled tier dataset v7,"Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis.","Scientific Questions Being Studied
Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis.","Project Purpose(s)
Disease Focused Research (type 2 diabetes mellitus, osteoarthritis, and hypertension)
Educational
Methods Development
Ancestry","Scientific Approaches
Descriptive analyses of the cohort and subsequent demographics will be done with Seaborn and R. Bi-clustering will be done with ExplodeLayout and Bipartite Modularity.","Anticipated Findings
Certain subtypes of these disease groups may have more SDoH variables answered that may help with future interventions. Developing a generalizable method to analyze AoU data is also important.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Weibin Zhang
- Project Personnel, University of Texas Medical Branch (UTMB) at Galveston","Duplicate of SDoH Subtyper for AoU controlled tier dataset v7 Exploring 19 SDoH variables defined on prior Dementia Workspace with relation to delayed care and inability to afford care within the realm of hypertension, diabetes, and osteoarthritis."
dataset0,"sensory difficulties, including hearing loss and visual impairment, are recognized as modifiable risk factors of dementia. However, the causal influence of hearing loss and visual impairment on dementia and whether social isolation and depression play a mediating role therein were…","Scientific Questions Being Studied
sensory difficulties, including hearing loss and visual impairment, are recognized as modifiable risk factors of dementia. However, the causal influence of hearing loss and visual impairment on dementia and whether social isolation and depression play a mediating role therein were unclear. Thus, it is necessary to investigate the relationship of them so that necessary precautions can be taken in time.","Project Purpose(s)
Disease Focused Research (cognitive disorder)
Population Health
Social / Behavioral
Ancestry","Scientific Approaches
We aimed to: 1) use multivariable regression of observational data to investigate the associations between sensory difficulties and dementia; 2) perform one-sample Mendelian randomization to examine their causal associations with dementia; 3)perform a two-step Mendelian randomization study to assess proportions of the causal effects mediated by social isolation and depression.","Anticipated Findings
We anticipate findings of causal relationship between sensory difficulties and dementia, which would contribute to the prevention of dementia in public health.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Hailun Liang
- Research Fellow, Johns Hopkins University","dataset0 sensory difficulties, including hearing loss and visual impairment, are recognized as modifiable risk factors of dementia. However, the causal influence of hearing loss and visual impairment on dementia and whether social isolation and depression play a mediating role therein were…"
Dementia & SES,Understand the ecological risk factors (person-process-context-time) among 50+ people by socioeconomic determinants and demographic information analysis. Determine the prevalence and provide more scientific information of dementia among 50+ people.,"Scientific Questions Being Studied
Understand the ecological risk factors (person-process-context-time) among 50+ people by socioeconomic determinants and demographic information analysis.
Determine the prevalence and provide more scientific information of dementia among 50+ people.","Project Purpose(s)
Population Health
Social / Behavioral","Scientific Approaches
Datasets: All of Us
Research methods: multivariate regression
Tools: R","Anticipated Findings
Draw associations about how socioeconomic status affect dementia among 50+ people.
Test prior hypothesis.
Late-life depression may increase the risk of incident dementia, in particular of Alzheimer’s disease and vascular dementia.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Jiaxing Bao
- Graduate Trainee, Northeastern University",Dementia & SES Understand the ecological risk factors (person-process-context-time) among 50+ people by socioeconomic determinants and demographic information analysis. Determine the prevalence and provide more scientific information of dementia among 50+ people.
Inflammation and Southern,"I am interested in understanding if residing in the US South is associated with inflammation. Other research has suggested that there are downstream health disparities that occur in higher prevalence in the US South, such as diabetes, hypertension, dementia and…","Scientific Questions Being Studied
I am interested in understanding if residing in the US South is associated with inflammation. Other research has suggested that there are downstream health disparities that occur in higher prevalence in the US South, such as diabetes, hypertension, dementia and obesity. Inflammation is likely a upstream process that facilitates morbidity and mortality and likely is in higher prevalence in the US South.","Project Purpose(s)
Population Health","Scientific Approaches
I plan to use structural equation modeling to develop a measure of inflammation. I think plan on comparison those that lived in the US South to other regions in the United States, to determine the extent of differences in inflammatory markers.","Anticipated Findings
I hypothesize that inflammation will be higher in the US South, in comparison to the rest of the country. This knowledge could led to public health efforts to facilitate better health in this region of the country.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Addam Reynolds
- Research Fellow, University of Southern California","Inflammation and Southern I am interested in understanding if residing in the US South is associated with inflammation. Other research has suggested that there are downstream health disparities that occur in higher prevalence in the US South, such as diabetes, hypertension, dementia and…"
SDOH Project,"We aim to explore the links between Social Determinants of Health (SDOH) and common diseases. One crucial inquiry examines how income and education levels relate to cardiovascular disease prevalence, addressing health disparities and equity. Investigating air quality's impact on respiratory…","Scientific Questions Being Studied
We aim to explore the links between Social Determinants of Health (SDOH) and common diseases. One crucial inquiry examines how income and education levels relate to cardiovascular disease prevalence, addressing health disparities and equity. Investigating air quality's impact on respiratory conditions informs policies, benefiting affected communities and urban planning. Understanding loneliness and dementia risk in older adults aids strategies for mental health support and disease prevention. Analyzing healthcare access's influence on chronic diseases helps ensure equitable care and disease management. Research on food deserts and obesity informs interventions to combat the global obesity epidemic. Addressing racial and ethnic disparities in maternal and infant health outcomes is essential for equitable access to quality care. Evaluating health literacy programs empowers individuals to make informed health decisions.","Project Purpose(s)
Population Health
Educational","Scientific Approaches
Our study leverages machine learning (ML) to investigate SDOH's associations with diseases while focusing on creating impactful data visualizations. We'll integrate electronic health records and SDOH data, employing ML algorithms like decision trees and neural networks for prediction. Cross-validation ensures model reliability, and ethical data handling is a priority. We will emphasize the use of data visualizations, including geographic mapping, to communicate results effectively. Collaboration with experts and peer validation ensures robustness. Feature engineering and interpretability techniques enhance model understanding. This approach aims to provide actionable insights for public health research and policy development, with a strong emphasis on visually conveying complex findings.","Anticipated Findings
Anticipated findings from our study include the identification of key Social Determinants of Health (SDOH) factors strongly associated with common diseases, revealing geospatial patterns in disease prevalence and SDOH disparities. Our ML-based predictive models are expected to accurately forecast disease trends and disparities, while insights into health equity and the effectiveness of health literacy programs will empower informed decisions.
These findings will significantly contribute to the scientific knowledge in the field by deepening our understanding of how SDOH influence common diseases, enabling targeted interventions, pinpointing regions needing specific attention, revolutionizing healthcare with predictive models, promoting health equity, and guiding evidence-based policies. Ultimately, our research aims to improve the well-being of populations affected by common diseases and advance the field of public health through data-driven insights and actionable recommendations.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Peter Ju
- Graduate Trainee, University of Washington","SDOH Project We aim to explore the links between Social Determinants of Health (SDOH) and common diseases. One crucial inquiry examines how income and education levels relate to cardiovascular disease prevalence, addressing health disparities and equity. Investigating air quality's impact on respiratory…"
dup3Detection of Gene-Environment Interactions for Complex Diseases (v7),"Many health conditions, including dementia, cardiovascular diseases, cancer, and mental illnesses, depend on both genetic and environmental factors. Neither genomics or environmental factors alone are sufficient for complete understanding of complex diseases, or adequately address health conditions or inequalities in…","Scientific Questions Being Studied
Many health conditions, including dementia, cardiovascular diseases, cancer, and mental illnesses, depend on both genetic and environmental factors. Neither genomics or environmental factors alone are sufficient for complete understanding of complex diseases, or adequately address health conditions or inequalities in health. All of Us with rich and high-quality data on genomics and environmental exposures provide opportunities to understand the interactions between genes and environment on health. Specifically, our aim is to develop statistical methods to examine how social determinants of health (SDoH) interact with genes in diseases. Development of such methods is crucial as it can lead to the discovery of novel genes whose effects are modified by environmental exposures, offer insight into biological pathways that may not be detected outside of interaction analyses, and reveal ways by which environmental exposures may differentially impact individuals.","Project Purpose(s)
Population Health
Social / Behavioral
Methods Development
Ancestry","Scientific Approaches
We plan to use tree- and forest-based approaches that reflect and detect important interactions without pre-defining them.  Song and Zhang (2014) developed tree-based analysis of rare variants (TARV) to construct super-variants which combine genetic markers in any loci. With the genetic and environment exposure information from All of Us, we plan to use the TARV method  to identify the super-variants and gene-environment factors that are associated with the outcome. Then we use random forest to rank the importance of individual variables such as SNPs or household income as a screening criterion in variable selection. The key and transformative feature of our methods is that it can consider and then select from additive effects and a broad range of interactions among a large number of variables without the need to define the interactions ahead of time, allowing for more careful evaluation of the selected interactions once they are identified as viable candidates.","Anticipated Findings
We anticipate to find novel gene-environment interactions for complex diseases, and some examples of their implications/contributions include:
• Discovery of interactions of genes and SDoH underlying racial disparities in the risk of complex diseases, such as dementia. It has been reported in previous studies that carrying an APOE ε4 allele could correspond to a doubling of risk among white participants, it corresponded to no increase in risk among black participants. We will have an opportunity to evaluate systematically the interactions of genes and SDoH on health and inequalities of health. e.g., the apparently diminished effect of ε4 on dementia risk among African Americans.
• We could better understand the role of racism in genetic-health associations. Using the measures of discrimination and/or racism in All of US, we can assess not only how the race may affect genetic-health associations, but also the role of racism, and broadly, the culture and social environments.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Yue Hu
- Graduate Trainee, Yale University
Menglu Che
- Research Fellow, Yale University","dup3Detection of Gene-Environment Interactions for Complex Diseases (v7) Many health conditions, including dementia, cardiovascular diseases, cancer, and mental illnesses, depend on both genetic and environmental factors. Neither genomics or environmental factors alone are sufficient for complete understanding of complex diseases, or adequately address health conditions or inequalities in…"
NeuroCOVID and dementia,We are looking to answer two specific research questions: 1. What are the factors related to worsening cognition in individuals with pre-exsiting dementia after they develop COVID 2. What are the factors associated with poor prognosis/outcomes in individuals with pre-existing…,"Scientific Questions Being Studied
We are looking to answer two specific research questions:
1. What are the factors related to worsening cognition in individuals with pre-exsiting dementia after they develop COVID
2. What are the factors associated with poor prognosis/outcomes in individuals with pre-existing dementia who develop COVID","Project Purpose(s)
Disease Focused Research (Neurological manifestations of covid in dementia)
Population Health","Scientific Approaches
We  plan to include all individuals with pre-existing dementia who develop COVID-19 and compare the risk factors in individuals with worsening cognition and individuals without worsening cognition.","Anticipated Findings
There is paucity of data regarding factors that lead to worsening of dementia in individuals with pre-existing dementia who develop COVID .Our findings would elicit these risk factors which could lead to preventative strategies to help mitigate worsening of dementia in individuals who develop COVID.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Aashrai Gudlavalleti
- Other, OhioHealth Research Institute",NeuroCOVID and dementia We are looking to answer two specific research questions: 1. What are the factors related to worsening cognition in individuals with pre-exsiting dementia after they develop COVID 2. What are the factors associated with poor prognosis/outcomes in individuals with pre-existing…
CADASIL/NOTCH3 genetic variants in the general population,"CADASIL is a slow onset, rare genetic disease caused by NOTCH3 gene variants, leading to lesions in the white matter of the brain, migraines, recurrent strokes and dementia/memory loss. Not only is CADASIL genotypically diverse (variants span the whole gene),…","Scientific Questions Being Studied
CADASIL is a slow onset, rare genetic disease caused by NOTCH3 gene variants, leading to lesions in the white matter of the brain, migraines, recurrent strokes and dementia/memory loss. Not only is CADASIL genotypically diverse (variants span the whole gene), it is also phenotypically heterogeneous with individuals that have the same variant presenting with very different symptoms as well as variable diseases progression. Lastly, current treatments are palliative and there is little prospect of future therapies to directly address causation and block progression of the disease.
We hypothesize that this heterogeneity is partially driven by risk factors, lifestyle, environmental components and genetic modifiers. This database will enable us to identify the frequency and the distribution of NOTCH3 variants in the enrolled population as well as use available demographic, lifestyle and genetic data to parse out potential disease modifiers that may alter the course of CADASIL.","Project Purpose(s)
Disease Focused Research (CADASIL/NOTCH3 genetic variants)
Control Set
Ancestry","Scientific Approaches
We plan to access the All of Us Research genetic data to identify the presence of NOTCH3 variants in study subjects to create a CADASIL Cohort and determine the frequency and the distribution of these variants in the enrolled study population. If available, we will analyze demographic, medical history, imaging and cognitive function data to understand the impact of those factors on each NOTCH3 variant. We also plan to use available genomic data to identify the frequency of potential genetic modifiers that are known (per literature) to play a role in vascular dementia conditions that, if overlapping with a NOTCH3 mutation, could explain the heterogeneity of CADASIL.","Anticipated Findings
We believe that the data will show that NOTCH3 variants are likely more frequent in the general sampled population than previously determined and that there may be a correlation between the genetic location of these variants and various risk factors/modifiers that may elucidate the observed heterogeneity of the CADASIL phenotype. Particularly, we want to focus on studying common and well understood variants of CADASIL to try to identify other genetic and environmental factors that may be associated with severe outcomes using machine learning approaches to parse through clinical laboratory data (lipid levels, hypertension, etc.). Lastly, in our own cohort of CADASIL patients, we have identified some patients with sleep apnea and would like to look at the All of Us Research database for individuals that wear an activity tracker capable of recording sleep data.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Controlled Tier","Research Team
Owner:
Elisa Ferrante
- Other, National Heart, Lung, and Blood Institute (NIH - NHLBI)","CADASIL/NOTCH3 genetic variants in the general population CADASIL is a slow onset, rare genetic disease caused by NOTCH3 gene variants, leading to lesions in the white matter of the brain, migraines, recurrent strokes and dementia/memory loss. Not only is CADASIL genotypically diverse (variants span the whole gene),…"
