title,main_goal_and_aims,Questions,Purpose,Approaches,Findings,Categories,DataTier,Team,combined_text,Extracted Team Info
COVID-19 and Mental Health,"I will be using the COVID-19 Participant Experience survey data to compare the impact of COVID-19 on mental health across age groups, and by gender subgroups. This is currently very relevant, as we are now passing two years of been…","Scientific Questions Being Studied
I will be using the COVID-19 Participant Experience survey data to compare the impact of COVID-19 on mental health across age groups, and by gender subgroups. This is currently very relevant, as we are now passing two years of been in the pandemic. When we went on lockdown two years ago, it was expected that COVID-19 would be an ongoing public health crisis. Not only has our health care system faced challenges in delivering patient care, but the public has also felt the impact in various ways. This sudden and seemingly endless shift in our lives has impacted the mental health and well-being of many individuals to some extent. This project will seek to better understand this impact and assess any significant differences by age and gender.","Project Purpose(s)
Educational","Scientific Approaches
This study will utilize the All of Us virtual machine. I will categorize the patients' data by age groups, with subgroups of gender (female and male). There will be a selection process of related savers questions regarding mental health during the COVID-19 pandemic. In addition to this data, systematic reviews will also be analyzed to account for age groups not present in All of Us. The data will be analyzed using ANOVA to compare impact and note significant differences.","Anticipated Findings
From this study, we expect to find out how the presence of COVID-19 has affected public health, specifically in regards to mental health. This information could be beneficial in indicating public health need. From this data, accessible mental health services can be developed or implemented that could improve patient outcomes and public well being.","Demographic Categories of Interest
Age","Data Set Used
Registered Tier","Research Team
Owner:
Zelandonaii Thompson
- Project Personnel, George Washington University","COVID-19 and Mental Health I will be using the COVID-19 Participant Experience survey data to compare the impact of COVID-19 on mental health across age groups, and by gender subgroups. This is currently very relevant, as we are now passing two years of been…","1. [""Owner"", ""Project Personnel""]
2. [""Zelandonaii Thompson""]
3. [""George Washington University""]"
NJ LGBTQ Research,"Scientific Questions Being Studied: It is well documented that individuals who identify as lesbian, gay, bisexual, transgender, or queer (LGBTQ) are at higher risk for housing instability and adverse mental health and substance use outcomes than individuals who identify as…","Scientific Questions Being Studied
Scientific Questions Being Studied:
It is well documented that individuals who identify as lesbian, gay, bisexual, transgender, or queer (LGBTQ) are at higher risk for housing instability and adverse mental health and substance use outcomes than individuals who identify as heterosexual. Many studies that previously examined these outcomes have been limited to large cities (e.g., New York City or Los Angeles) with few providing a nation-wide overview of these issues. The aims of this study are to: (1) examine housing differences by sexual orientation and gender identity and (2) assess the relationship between mental health and substance use outcomes and housing instability among LGBTQ people. Secondary aims include examining these differences by other sociodemographic characteristics including race/ethnicity, educational attainment, and geographic location.","Project Purpose(s)
Social / Behavioral
Educational","Scientific Approaches
Scientific Approaches:  We plan to use most recent general All of Us dataset. We will examine the data using descriptive statistics including chi-square/ANOVA/t-tests to assess the general associations. Then we will implement a series of logistic regressions based on what proves to be significant at the bivariate level.","Anticipated Findings
Anticipated Findings:
(1)	We hypothesize that individuals who identify as LGBTQ would be at higher risk for housing instability compared to those who identify as heterosexual.
(2)	Among those who identify as LGBTQ, we anticipate that those who are experiencing housing instability will also endorse adverse mental health and substance use outcomes.
(3)	We expect that there will be sociodemographic differences by race/ethnicity, educational attainment, and geography based on all outcomes assessed.","Demographic Categories of Interest
Sex at Birth
Gender Identity
Sexual Orientation","Data Set Used
Registered Tier","Research Team
Owner:
Sreelekha Prakash
- Project Personnel, Stockton University","NJ LGBTQ Research Scientific Questions Being Studied: It is well documented that individuals who identify as lesbian, gay, bisexual, transgender, or queer (LGBTQ) are at higher risk for housing instability and adverse mental health and substance use outcomes than individuals who identify as…","1. [""Owner"",""Project Personnel""]
2. [""Sreelekha Prakash""]
3. [""Stockton University""]"
NewTry-COPE,"To investigate how COVID pandemic affect individual's mental health and how do people cope with it, and the results from this study will help the public and mental health professionals better understand the people's mental health during pandemic.","Scientific Questions Being Studied
To investigate how COVID pandemic affect individual's mental health and how do people cope with it, and the results from this study will help the public and mental health professionals better understand the people's mental health during pandemic.","Project Purpose(s)
Population Health","Scientific Approaches
Plan to use COPE dataset, other survey data and EHR data for this study. This will be a retrospective study design by using logistic regression or difference-in-difference method to study diagnosis of mental health before and after pandemic between individuals with and without mental health diagnoses before pandemic.","Anticipated Findings
We anticipate to see pandemic impact individuals' wellbeing differently for those with mental health versus those without.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Hsueh-Han Yeh
- Research Associate, Henry Ford Health System","NewTry-COPE To investigate how COVID pandemic affect individual's mental health and how do people cope with it, and the results from this study will help the public and mental health professionals better understand the people's mental health during pandemic.","1. [""Owner"", ""Research Associate""]
2. [""Hsueh-Han Yeh""]
3. [""Henry Ford Health System""]"
Medical Nutrition Therapy in Cardiometabolic Diseases,"According to the CDC, 90% of the nation's $3.5 trillion annual health care expenditures is spent on treating chronic and mental health conditions. Medical Nutrition Therapy (MNT) provided by Registered Dietitians has been shown to be an effective and cost-effective…","Scientific Questions Being Studied
According to the CDC, 90% of the nation's $3.5 trillion annual health care expenditures is spent on treating chronic and mental health conditions. Medical Nutrition Therapy (MNT) provided by Registered Dietitians has been shown to be an effective and cost-effective component of treatment for cardiometabolic diseases, such as obesity, diabetes, and hypertension, in small clinical studies and medical practices in hospitals. Thus, MNT could be an additional powerful medical treatment for cardiometabolic diseases. However, there is no known large-scale research that examines the effectiveness of MNT in the diseases. By leveraging the national-level data from All of Us, we hope to determine if MNT could significantly improve patients' health outcomes of the diseases. If possible, we would also like to determine if specific nutrition interventions provided in MNT produce significantly better health outcomes compared to other nutrition interventions provided in MNT.","Project Purpose(s)
Disease Focused Research (Cardiometabolic Diseases)
Drug Development","Scientific Approaches
We plan to conduct a prospective cohort study for individuals with cardiometabolic diseases, including type 2 diabetes, cardiovascular diseases, hypertension, obesity, non-alcoholic fatty liver disease, and metabolic syndromes. Individuals with those diseases who have completed at least 1 MNT or no MNT will be included in the cohort. MNT is being provided by Registered Dietitians in hospitals and clinics, so data about MNT is available from the EHR. By following those individuals in the cohort over time, we will have their short-, middle-, and long-term health outcomes of the diseases. By comparing the health outcomes between individuals who completed MNT and individuals who did not, after adjusting potential confounders, we will determine if could significantly improve patients' health outcomes of the diseases. Additionally, we will attempt to categorize different MNTs based on their specific nutrition interventions and determine if specific MNTs are more effective.","Anticipated Findings
The primary outcome of the study is the overall effectiveness of MNT on cardiometabolic diseases. The secondary outcome of the study is the effectiveness of specific MNTs on cardiometabolic diseases. Our finding might provide evidence that MNT is an effective treatment for cardiometabolic diseases, in addition to medications and medical surgeries. MNT provided by Registered Dietitians could be an essential part of a health care team that is responsible for treating cardiometabolic diseases, positively impacting patients' weight, blood pressure, blood lipids, and blood glucose control.  Additionally, since MNT is cost-effective, it could help save health care expenditures, which is beneficial to alleviate the financial burden of the diseases. Lastly, because MNT is an individualized nutrition treatment, our findings could contribute to the understanding of the effect of precision nutrition on human health, as one-size-fits-all nutritional approaches have not been very effective.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Jiada Zhan
- Graduate Trainee, Emory University","Medical Nutrition Therapy in Cardiometabolic Diseases According to the CDC, 90% of the nation's $3.5 trillion annual health care expenditures is spent on treating chronic and mental health conditions. Medical Nutrition Therapy (MNT) provided by Registered Dietitians has been shown to be an effective and cost-effective…","1. [""Owner"", ""Graduate Trainee""]
2. [""Jiada Zhan""]
3. [""Emory University""]"
Covid-19 and Mental Health,I manage a lab of undergraduate psychology students who are interested in conducting research on covid-19 and mental health outcomes. We have not yet selected all of the relevant variables we will explore.,"Scientific Questions Being Studied
I manage a lab of undergraduate psychology students who are interested in conducting research on covid-19 and mental health outcomes. We have not yet selected all of the relevant variables we will explore.","Project Purpose(s)
Social / Behavioral
Educational","Scientific Approaches
We will most likely use basic inferential statistics like t-tests, ANOVA, and multiple regression. We do not yet have a specified set of research questions, so this will be adjusted once those have been discussed in the lab.","Anticipated Findings
Again, we do not know yet as we have not been able to look at what variables are available yet. We expect covid-19 measures to be related to feelings of isolation, but we aren't sure yet if isolation is a available variable. This will be edited and adjusted once we know what variables are available to us.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Kathleen Jocoy
- Early Career Tenure-track Researcher, Frostburg State University",Covid-19 and Mental Health I manage a lab of undergraduate psychology students who are interested in conducting research on covid-19 and mental health outcomes. We have not yet selected all of the relevant variables we will explore.,"1. [""Owner"", ""Early Career Tenure-track Researcher""]
2. [""Kathleen Jocoy""]
3. [""Frostburg State University""]"
Wearable Biosensors and Polysubstance Use,"Currently, I am working on exploring the All of Us Research dataset to determine whether or not the data available will help to answer research questions about wearable biosensors, the opioid epidemic, polysubstance use, and mental health. I am looking…","Scientific Questions Being Studied
Currently, I am working on exploring the All of Us Research dataset to determine whether or not the data available will help to answer research questions about wearable biosensors, the opioid epidemic, polysubstance use, and mental health.
I am looking at whether a suitable cohort can be found for the testing and validation of online machine learning, visualization aided validation, and precision health algorithms.","Project Purpose(s)
Methods Development","Scientific Approaches
At this stage I am performing data exploration, to explore whether relevant dataset can be compiled from what is currently available. This will involve compiling descriptive statistics such as means and counts as well as simple visualizations.","Anticipated Findings
My current goal is determining if the Fitbit data streams contain enough members of the population that I am interested in that I can proceed with the development of new algorithms to process and extract insights from wearable biosensor data streams and validate existing algorithms with this new dataset.
In my prior research, I have developed methods for analyzing wearable biosensor data that may eventually enable precision health interventions to aid those using opioids and other substances.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Joshua Rumbut
- Project Personnel, University of Massachusetts Medical School","Wearable Biosensors and Polysubstance Use Currently, I am working on exploring the All of Us Research dataset to determine whether or not the data available will help to answer research questions about wearable biosensors, the opioid epidemic, polysubstance use, and mental health. I am looking…","1. [""Owner"", ""Project Personnel""]
2. [""Joshua Rumbut""]
3. [""University of Massachusetts Medical School""]"
The affect of mental health during COVID-19 among Hispanics,The study will focus on how mental health among Hispanics in the United States has been affected during the COVID-19 pandemic. This study will be important to science and public health because it will be addressing certain issues among an…,"Scientific Questions Being Studied
The study will focus on how mental health among Hispanics in the United States has been affected during the COVID-19 pandemic. This study will be important to science and public health because it will be addressing certain issues among an underrepresented population and will provide more data in this area in order to help create strategies for change.","Project Purpose(s)
Population Health
Educational","Scientific Approaches
Scientific approaches will include building cohorts among different mental health symptoms and disorders. Data analysis will be conducted using R in order to obtain correlations and descriptive statistics.","Anticipated Findings
We anticipate to see an increase in mental health symptoms and mental disorders during the COVID-19 pandemic. Findings will contribute to the body of knowledge in the field because it will help non-profit health organizations address correlational issues among the mental health of Hispanics. This will also help because we are helping an underrepresented population in the United States.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Controlled Tier","Research Team
Owner:
William  Molina
- Undergraduate Student, University of California, Los Angeles",The affect of mental health during COVID-19 among Hispanics The study will focus on how mental health among Hispanics in the United States has been affected during the COVID-19 pandemic. This study will be important to science and public health because it will be addressing certain issues among an…,"1. [""Owner"", ""Undergraduate Student""]
2. [""William Molina""]
3. [""University of California, Los Angeles""]"
Nick Pigmentation,We are interested in the effects of disorders of pigmentation on patients' mental health and quality of life. We are also interested in how these effects vary based on race and ethnicity,"Scientific Questions Being Studied
We are interested in the effects of disorders of pigmentation on patients' mental health and quality of life.  We are also interested in how these effects vary based on race and ethnicity","Project Purpose(s)
Disease Focused Research (Vitiligo, melasma, post-inflammatory hyperpigmentation)","Scientific Approaches
We plan to conduct case-control studies using pigmentary disorder patients contained within the All of Us data set.  We also plan to do sub-analyses by race and ethnicity","Anticipated Findings
We anticipate that mental health disorders will disproportionately affect patients with disorders of pigmentation","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Registered Tier","Research Team
Owner:
Nicholas Theodosakis
- Early Career Tenure-track Researcher, Mass General Brigham",Nick Pigmentation We are interested in the effects of disorders of pigmentation on patients' mental health and quality of life. We are also interested in how these effects vary based on race and ethnicity,"1. [""Owner"", ""Early Career Tenure-track Researcher""]
2. [""Nicholas Theodosakis""]
3. [""Mass General Brigham""]"
Disparities in Access to Treatment for Bipolar Disorder,"This research project will investigate whether factors including gender, sex assigned at birth, race/ethnicity, geography, and income/zip code explain variance in the use of evidence-based treatment for post-traumatic stress disorder (PTSD). Disparities in mental health care have been well-documented, and…","Scientific Questions Being Studied
This research project will investigate whether factors including gender, sex assigned at birth, race/ethnicity,  geography, and income/zip code explain variance in the use of evidence-based treatment for post-traumatic stress disorder (PTSD). Disparities in mental health care have been well-documented, and I am interested in looking at how this manifests in the practice of prescribing evidence-based medication for PTSD. I will formalize specific research aims once I have seen what data is available on All of Us that can help answer this broad question.","Project Purpose(s)
Disease Focused Research (Bipolar disorder)
Population Health","Scientific Approaches
The goal of this project, ultimately, aligns with the All of Us Research Project scientific framework by seeking to reduce health disparities and improve health equity in underrepresented in biomedical research (UBR) populations. A first step in reducing health disparities is demonstrating that these disparities exist, which I seek to do in the treatment of BD. I will use a subset of the All of Us data focused on BD and survey responses about access to mental health care and treatment for this investigation.","Anticipated Findings
I expect that some socioeconomic and demographic variables will be predictive of whether a patient is being treated for bipolar disorder. This will justify further research into what may underlie health disparities in BD treatment, and will justify funding for reducing health disparities and promoting health equity.","Demographic Categories of Interest
Race / Ethnicity
Access to Care
Income Level","Data Set Used
Registered Tier","Research Team
Owner:
Kelsie Morioka
- Graduate Trainee, University of California, San Francisco","Disparities in Access to Treatment for Bipolar Disorder This research project will investigate whether factors including gender, sex assigned at birth, race/ethnicity, geography, and income/zip code explain variance in the use of evidence-based treatment for post-traumatic stress disorder (PTSD). Disparities in mental health care have been well-documented, and…","1. [""Owner"", ""Graduate Trainee""]
2. [""Kelsie Morioka"", ""University of California, San Francisco""]
3. [""University of California, San Francisco""]"
Health of transgender and gender diverse individuals,"The terms transgender and gender diverse are umbrella terms for individuals who gender identity is different from their sex assigned at birth. Little is known about the general health of these individuals. As such, we seek to characterize the health…","Scientific Questions Being Studied
The terms transgender and gender diverse are umbrella terms for individuals who gender identity is different from their sex assigned at birth. Little is known about the general health of these individuals. As such, we seek to characterize the health and wellbeing of this community and estimate any health disparities between transgender and cisgender individuals. The health conditions and behaviors we will examine include: smoking, body size, alcohol use, substance use, mental health, stress, disability, HIV, hepatitis B and C, HPV, gallstones, hypertension, cholesterol, diabetes, heart disease, and receipt of preventative services (vaccinations and cancer screenings).","Project Purpose(s)
Population Health","Scientific Approaches
We will create a cohort transgender and gender diverse individuals using All of Us (AoU) demographics data. We will then select a matched cisgender population from AoU as a comparison group. Participants will be matched on age and race/ethnicity to examine the prevalence of each health condition noted above between the two groups and also calculate prevalence ratios to highlight any health disparities.","Anticipated Findings
This analysis will characterize the health and well-being of transgender and gender diverse communities in the US. This research can be used by clinicians and future researchers as targets for prevention and treatment.","Demographic Categories of Interest
Gender Identity","Data Set Used
Controlled Tier","Research Team
Owner:
Sarah Jackson
- Research Fellow, National Institutes of Health (NIH)
Collaborators:
Jalen Brown - Other, National Cancer Institute (NIH - NCI)","Health of transgender and gender diverse individuals The terms transgender and gender diverse are umbrella terms for individuals who gender identity is different from their sex assigned at birth. Little is known about the general health of these individuals. As such, we seek to characterize the health…","1. [""Owner"", ""Research Fellow"", ""Other""]
2. [""Sarah Jackson"", ""Jalen Brown""]
3. [""National Institutes of Health"", ""National Cancer Institute""]"
Breast Cancer Survivors COPE,Our focus is the effect of the COVID-19 pandemic and mitigation efforts on breast cancer survivors and potential differences with matched controls without a history of cancer based on responses to the COPE surveys to determine whether survivor status has…,"Scientific Questions Being Studied
Our focus is the effect of the COVID-19 pandemic and mitigation efforts on breast cancer survivors and potential differences with matched controls without a history of cancer based on responses to the COPE surveys to determine whether survivor status has an influence on the experience of the pandemic in either positive or negative ways and to determine what factors (including socioeconomic or race/ethnicity) modify the experience.  Specifically, we will: 1) Describe differences between breast cancer survivors and age- and ethnicity-matched controls without a history of cancer in responses to questions on: 1. Behaviors re: social distancing 2. Mental health 3. COVID symptoms, testing, treatment 4. Social isolation and 5. Health behaviors.  Understanding specific effects of the pandemic on the mental health of breast cancer survivors will inform efforts to tailor interventions to reduce the negative effects of future similarly isolating events among this population.","Project Purpose(s)
Population Health
Social / Behavioral","Scientific Approaches
We will use the following AoURP datatsets:
• Basics survey: for demographics, including race/ethnicity, UBR status, gender and age
• COPE survey (May, June, July/August 2020, November 2020 and February 2021 )
• Electronic health records
We will use the statistical analysis tools in R to generate descriptive and appropriate inferential statistics.","Anticipated Findings
We expect to that we will find differences in the effects of the COVID-19 pandemic and mitigation efforts that will help understand factors associated with either increased resilience or increased negative effects among breast cancer survivors . We expect these findings to identify more targeted points of advocacy and allow a more focused approach in helping breast cancer survivors successfully cope with challenges posed by the pandemic.","Demographic Categories of Interest
Age","Data Set Used
Registered Tier","Research Team
Owner:
Jill Waalen
- Mid-career Tenured Researcher, Scripps Research
Chelsea Isom
- Other, University of California, San Diego",Breast Cancer Survivors COPE Our focus is the effect of the COVID-19 pandemic and mitigation efforts on breast cancer survivors and potential differences with matched controls without a history of cancer based on responses to the COPE surveys to determine whether survivor status has…,"1. [""Owner"", ""Mid-career Tenured Researcher"", ""Other""]
2. [""Jill Waalen"", ""Chelsea Isom""]
3. [""Scripps Research"", ""University of California, San Diego""]"
Mental Health & Neighborhood Risk,"The aims of this study are (a) to explore the associations between income loss, food insecurity and parents’ mental health (b) to explore the associations between social and structural neighborhood factors and parents’ mental health across racial/ethnic groups, and (c)…","Scientific Questions Being Studied
The aims of this study are (a) to explore the associations between income loss, food insecurity and parents’ mental health (b) to explore the associations between social and structural neighborhood factors and parents’ mental health across racial/ethnic groups, and (c) to explore whether the associations between food insecurity, income loss and parents’ mental health trajectories were mediated or moderated by SES and neighborhood risk across racial/ethnic groups during the COVID-19 pandemic.","Project Purpose(s)
Social / Behavioral","Scientific Approaches
A series of Bayesian latent growth modeling will be used to assess between person differences and within-person changes on parents' anxiety, stress, and depression levels over time. Using a step-wise approach, a series of models will be tested iteratively by increasing model complexity: random intercept, random slope, non-linear slope, and growth mixture models to determine the best fitting trajectory.  Next, the impact of age, SES, and history of mental illness will be tested using conditional growth curve modeling, and growth trajectories will be compared across racial/ethnic groups by using multigroup latent growth curve models.","Anticipated Findings
Experiencing income loss or food insecurity during the COVID-19 could negatively affect the quality of parent-child interactions due to parents' increased distress. However, identifying the role of SES and neighborhood risk on the association between family financial difficulties and parents’ mental health trajectories can assist  policymakers to help identify the low-resource communities where programs and services can then focus efforts to provide services to in-need families.","Demographic Categories of Interest
Race / Ethnicity
Geography
Access to Care
Education Level
Income Level","Data Set Used
Controlled Tier","Research Team
Owner:
Elif Dede Yildirim
- Early Career Tenure-track Researcher, Auburn University","Mental Health & Neighborhood Risk The aims of this study are (a) to explore the associations between income loss, food insecurity and parents’ mental health (b) to explore the associations between social and structural neighborhood factors and parents’ mental health across racial/ethnic groups, and (c)…","1. [""Owner"", ""Early Career Tenure-track Researcher""]
2. [""Elif Dede Yildirim""]
3. [""Auburn University""]"
Health study 1,"This research is guided by the minority stress model, which suggests that minority groups experience stressors identity-specific stressors (over and above day-to-day stressors) that contribute to worse health outcomes over time. Our research conceptualizes the healthcare setting as particularly stressful…","Scientific Questions Being Studied
This research is guided by the minority stress model, which suggests that minority groups experience stressors identity-specific stressors (over and above day-to-day stressors) that contribute to worse health outcomes over time. Our research conceptualizes the healthcare setting as particularly stressful for LGBTQ patients, and as such may be implicated as an identity-specific stressor. Our research will explore which aspects of healthcare access and utilization are associated with worse physical and mental health outcomes in LGBT populations. We hypothesize that participants who experience more difficulty in accessing care and more negative experiences will have worse physical and mental health outcomes compared to LGBT people with fewer access difficulties and fewer negative healthcare experiences. This research has significant practical implications for the healthcare domain as it could establish clear links between healthcare barriers and health disparities among LGBTQ populations.","Project Purpose(s)
Population Health
Social / Behavioral","Scientific Approaches
The dataset we hope to obtain will contain several sets of variables from the All of Us project: all variables from the demographic section, healthcare access and utilization section, lifestyle section, and overall health section. We are also interested in the item regarding mental health and substance use diagnoses within the personal medical history section. These diagnoses of mental health and substance use disorders will serve as the outcome variables in our theoretical model. Items within the healthcare access & utilization section such as “How often were you treated with respect by your doctors or healthcare providers?” and “Have you delayed getting care for any of the following reasons in the past 12 months?” will help us to understand and quantify the amount and quality of care received by LGBTQ patients. We plan to use SPSS software to analyze the dataset and assess the associations between relevant variables.","Anticipated Findings
We anticipate that this dataset will corroborate the well-established body of work that demonstrates the significant disparities in physical and mental health in LGBTQ populations compared to cisgender and heterosexual populations. We also anticipate that LGBTQ people who experience more difficulty in accessing care and more negative experiences will have worse physical and mental health outcomes compared to LGBT people with fewer access difficulties and fewer negative healthcare experiences. Overall, we hope that our findings will add to the minority stress theory literature, as the conceptualization of healthcare access and utilization as an identity-specific stressor for LGBT people is a novel application of the model. These findings could spur new explorations in this field of study, as health outcomes for LGBTQ people have not yet been linked to actual healthcare experiences within the minority stress theoretical model.","Demographic Categories of Interest
Gender Identity
Sexual Orientation","Data Set Used
Registered Tier","Research Team
Owner:
Michael Parent
- Mid-career Tenured Researcher, University of Texas at Austin","Health study 1 This research is guided by the minority stress model, which suggests that minority groups experience stressors identity-specific stressors (over and above day-to-day stressors) that contribute to worse health outcomes over time. Our research conceptualizes the healthcare setting as particularly stressful…","1. [""Owner""]
2. [""Michael Parent""]
3. [""University of Texas at Austin""]"
digital health,"We are exploring available fitbit, mental health questionnaire, and menta/physical diagnoses in EMRs to use as a control for a replication of known relationships in the literature.","Scientific Questions Being Studied
We are exploring available fitbit, mental health questionnaire, and menta/physical diagnoses in EMRs to use as a control for a replication of known relationships in the literature.","Project Purpose(s)
Disease Focused Research (anxiety, depression, activity, sleep, obesity, hypertension)
Population Health
Social / Behavioral
Control Set
Ancestry","Scientific Approaches
We are doing a systematic rapid review of meta-analyses for relationships between activity, sleep, depression, anxiety, hypertension, and obesity to identify the strength of these associations. They will be replicated in three datasets using a pilot study of data from a large scale EMR system, All of Us research progam, and the UK biobank. If the data allows for it, genetics may be incorporated.","Anticipated Findings
We expect that all known relationships (identified by significant meta-analyses) will be replicated in all three datasets.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Kyle Kent
- Project Personnel, Vanderbilt University Medical Center","digital health We are exploring available fitbit, mental health questionnaire, and menta/physical diagnoses in EMRs to use as a control for a replication of known relationships in the literature.","1. [""Owner"", ""Project Personnel""]
2. [""Kyle Kent""]
3. [""Vanderbilt University Medical Center""]"
JW,"I am interested in data in all domains: EHR, Survey Questions and Physical Measurements. My research aims are to test the impact of COVID-19 pandemic on health outcomes (e.g., overall health, mental health, CVD, type 2 diabetes, hypertension, functional limitation…","Scientific Questions Being Studied
I am interested in data in all domains: EHR, Survey Questions and Physical Measurements. My research aims are to test the impact of COVID-19 pandemic on health outcomes (e.g., overall health, mental health, CVD, type 2 diabetes, hypertension, functional limitation and disability) across groups by gender, age, race/ethnicity, comorbidities, etc. I am also interested in assessing risk factors for mortality caused by COVID-19 pandemic.","Project Purpose(s)
Population Health","Scientific Approaches
I am planning to use the epidemiological approach to analyze data to calculate descriptive statistics (e.g., percent) of both health outcomes and risk factors. I also plan to conduct inferential statistical analysis (e.g., logistic regression) to study the association between risk factors and health outcomes","Anticipated Findings
The prevalence of poor health outcomes increased during the COVID-19 pandemic, particularly in groups associated with with risk factors (e.g., older age with comorbidities).","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
Jing Wang
- Late Career Tenured Researcher, University of Texas at Arlington","JW I am interested in data in all domains: EHR, Survey Questions and Physical Measurements. My research aims are to test the impact of COVID-19 pandemic on health outcomes (e.g., overall health, mental health, CVD, type 2 diabetes, hypertension, functional limitation…","1. [""Owner""]
2. [""Jing Wang""]
3. [""University of Texas at Arlington""]"
Perinatal stress and mental health,"Approximately 10-20% of women suffer from mental health concerns during the perinatal period While the experience of pregnancy and of becoming a mother is often considered a positive experience, the perinatal period may be a complicated emotional experience, accompanied with…","Scientific Questions Being Studied
Approximately 10-20% of women suffer from mental health concerns during the perinatal period While the experience of pregnancy and of becoming a mother is often considered a positive experience, the perinatal period may be a complicated emotional experience, accompanied with psychosocial stress and symptoms of depression, anxiety and trauma related disorders. Furthermore, the COVID-19 pandemic has increased uncertainty for all, and largely adverse psychological consequences. We will examine the associations between psychosocial stress and other obstetric risks, and protective factors on the mental health of pregnant and postpartum women before and during COVID-19 pandemic. To the extent possible, we will stratify analyses by race/ethnicity to understand the extent to which risks are specific by group. If the data is available, we hope to examine the health trajectory of women.","Project Purpose(s)
Population Health
Social / Behavioral","Scientific Approaches
We plan to analyze a subset of data that includes self reported data from the COPE Survey and medical records through the National Institutes of Health All of Us Research Program to identify psychosocial experiences among pregnant and postpartum women. We plan to analyze data using SPSS and SAS.","Anticipated Findings
We expect that the findings from our analysis will uncover insights regarding the psychosocial risks and resilience on perinatal mental health during the COVID-19 pandemic as well as identify specific risks and protective factors for certain racial/ethnic groups.","Demographic Categories of Interest
Race / Ethnicity","Data Set Used
Registered Tier","Research Team
Owner:
Cindy Liu
- Early Career Tenure-track Researcher, Mass General Brigham
Collaborators:
Hung-Chu Lin - Mid-career Tenured Researcher, Mass General Brigham","Perinatal stress and mental health Approximately 10-20% of women suffer from mental health concerns during the perinatal period While the experience of pregnancy and of becoming a mother is often considered a positive experience, the perinatal period may be a complicated emotional experience, accompanied with…","1. [""Owner"", ""Collaborator""]
2. [""Cindy Liu"", ""Hung-Chu Lin""]
3. [""Mass General Brigham"", ""Mass General Brigham""]"
Traumatic brain injury,"Traumatic brain injury (TBI) causes a large burden of morbidity and mortality in the United States. There are multiple factors that may influence how individuals with TBI recover and interact with the healthcare system after the initial injury, including demographic…","Scientific Questions Being Studied
Traumatic brain injury (TBI) causes a large burden of morbidity and mortality in the United States.  There are multiple factors that may influence how individuals with TBI recover and interact with the healthcare system after the initial injury, including demographic factors (age, sex, gender, race, ethnicity, urban vs. rural locations, etc.), patient factors (medical history, family medical history, medications), and clinical factors (co-occurring injuries, surgeries, and medical treatments).  The focus of this research is to identify factors that may contribute to individuals' post-injury time course including physical recovery, physical and mental health, and healthcare utilization, with the overall goal of identifying opportunities to improve health of patients who have sustained traumatic brain injuries.","Project Purpose(s)
Disease Focused Research (Traumatic brain injury)
Educational","Scientific Approaches
This research will seek to longitudinally characterize demographic and clinical information in patients with TBI, and then analyze how various factors are associated with post-injury health and healthcare utilization.  The All of Us research program provides an unparalleled opportunity to evaluate these relationships  on a large scale and in a diverse population of participants.","Anticipated Findings
It is anticipated that findings of this research will identify barriers to successful recovery after TBI.  This could help physicians be more cognizant of these barriers and improve patient care, and help researchers uncover topics that require further investigation to further our understanding of TBI and post-injury health.","Demographic Categories of Interest
This study will not center on underrepresented populations.","Data Set Used
Registered Tier","Research Team
Owner:
David Barton
- Research Fellow, University of Pittsburgh","Traumatic brain injury Traumatic brain injury (TBI) causes a large burden of morbidity and mortality in the United States. There are multiple factors that may influence how individuals with TBI recover and interact with the healthcare system after the initial injury, including demographic…","1. [""Owner"", ""Research Fellow""]
2. [""David Barton""]
3. [""University of Pittsburgh""]"
